"GeographyCode","QS111EW0001","QS111EW0002","QS111EW0003","QS111EW0004","QS111EW0005","QS111EW0006","QS111EW0007","QS111EW0008","QS111EW0009","QS111EW0010","QS111EW0011","QS111EW0012","QS111EW0013","QS111EW0014","QS111EW0015","QS111EW0016","QS111EW0017"
"E00034107",128,43,3,29,11,42,9,14,19,20,3,16,1,23,15,8,0
"E00034108",121,29,9,8,12,35,20,5,10,11,9,2,0,46,39,6,1
"E00034109",102,23,4,9,10,49,20,14,15,13,8,3,2,17,13,4,0
"E00034110",143,51,16,24,11,55,14,21,20,19,7,10,2,18,9,9,0
"E00034111",121,26,6,1,19,48,20,6,22,18,6,11,1,29,15,12,2
"E00034113",116,13,3,0,10,59,7,19,33,20,6,13,1,24,12,11,1
"E00034114",123,20,6,1,13,52,5,19,28,16,7,8,1,35,12,22,1
"E00034115",113,24,3,3,18,43,9,11,23,19,6,11,2,27,15,12,0
"E00034116",153,48,10,7,31,52,9,13,30,22,11,10,1,31,12,18,1
"E00034117",124,30,6,3,21,48,13,14,21,17,4,10,3,29,16,13,0
"E00034118",92,23,4,1,18,34,7,10,17,16,6,9,1,19,11,8,0
"E00034119",124,19,4,3,12,47,6,19,22,21,4,14,3,37,20,15,2
"E00034120",103,16,1,2,13,46,5,13,28,12,0,11,1,29,16,13,0
"E00034121",117,22,2,2,18,41,8,12,21,28,7,15,6,26,8,18,0
"E00034122",128,26,0,3,23,41,12,8,21,24,4,17,3,37,14,23,0
"E00034123",137,40,7,1,32,63,18,13,32,17,5,11,1,17,9,7,1
"E00034124",127,35,3,1,31,44,12,11,21,17,3,10,4,31,13,18,0
"E00034125",125,24,5,0,19,47,12,10,25,26,10,12,4,28,11,16,1
"E00034126",148,29,6,10,13,66,9,21,36,22,10,11,1,31,10,21,0
"E00034127",126,31,7,4,20,53,8,16,29,21,4,14,3,21,8,13,0
"E00034130",117,19,3,1,15,45,6,18,21,23,9,11,3,30,13,17,0
"E00034131",152,25,8,5,12,64,11,16,37,28,8,19,1,35,10,25,0
"E00034132",91,20,12,0,8,30,10,1,19,17,9,7,1,24,11,12,1
"E00034133",101,15,6,1,8,42,7,14,21,16,5,10,1,28,16,9,3
"E00034134",133,22,6,2,14,48,10,16,22,29,12,13,4,34,18,15,1
"E00034135",117,20,9,1,10,46,17,7,22,27,18,9,0,24,16,8,0
"E00034136",136,21,8,4,9,68,12,17,39,14,3,8,3,33,18,14,1
"E00034137",108,27,3,2,22,41,12,8,21,17,4,12,1,23,13,10,0
"E00034138",129,43,7,7,29,44,11,12,21,19,4,13,2,23,13,9,1
"E00034139",118,7,0,0,7,43,5,16,22,24,6,14,4,44,12,30,2
"E00034140",98,10,3,1,6,42,7,18,17,12,4,8,0,34,15,18,1
"E00034141",111,27,4,2,21,27,4,5,18,14,6,8,0,43,25,18,0
"E00034142",146,26,2,4,20,54,3,18,33,24,6,17,1,42,19,20,3
"E00034143",123,7,0,2,5,56,4,17,35,24,9,14,1,36,13,22,1
"E00034144",136,25,4,2,19,51,5,14,32,28,9,17,2,32,19,13,0
"E00034145",106,20,6,0,14,42,12,12,18,14,6,8,0,30,13,16,1
"E00034146",120,26,1,1,24,56,8,14,34,9,3,6,0,29,14,15,0
"E00034147",106,16,2,3,11,38,9,9,20,18,5,10,3,34,22,12,0
"E00034148",149,46,3,1,42,53,6,11,36,20,1,15,4,30,21,9,0
"E00034149",118,16,5,2,9,47,10,8,29,24,9,11,4,31,20,11,0
"E00034150",92,16,3,3,10,34,7,8,19,12,6,5,1,30,19,10,1
"E00034151",119,27,3,2,22,46,5,11,30,11,1,10,0,35,17,16,2
"E00034152",127,21,5,2,14,47,13,11,23,22,4,16,2,37,21,15,1
"E00034153",133,30,10,2,18,53,9,14,30,18,9,7,2,32,16,15,1
"E00034154",140,20,3,4,13,61,15,22,24,22,7,14,1,37,20,17,0
"E00034155",148,30,4,2,24,65,15,11,39,23,11,11,1,30,18,11,1
"E00034156",104,26,3,2,21,31,5,3,23,20,11,6,3,27,21,3,3
"E00034157",133,26,5,2,19,52,14,15,23,24,10,11,3,31,18,12,1
"E00034158",140,19,6,7,6,56,5,18,33,22,10,10,2,43,25,18,0
"E00034159",121,22,5,7,10,51,16,12,23,24,8,12,4,24,11,13,0
"E00034160",111,13,2,3,8,38,3,11,24,20,5,12,3,40,16,24,0
"E00034161",131,26,16,2,8,59,18,16,25,24,12,10,2,22,8,14,0
"E00034162",143,41,17,4,20,61,18,16,27,17,5,8,4,24,9,15,0
"E00034163",118,22,9,2,11,44,10,12,22,18,5,12,1,34,24,10,0
"E00034164",158,37,11,6,20,56,20,10,26,26,12,9,5,39,23,14,2
"E00034165",93,22,5,2,15,47,4,7,36,11,4,6,1,13,4,9,0
"E00034167",194,35,9,10,16,71,23,11,37,42,20,19,3,46,25,20,1
"E00034168",127,16,0,3,13,60,10,21,29,23,6,17,0,28,9,18,1
"E00034169",152,52,33,8,11,57,37,13,7,27,16,10,1,16,8,8,0
"E00034170",119,13,3,3,7,54,11,14,29,24,9,15,0,28,14,13,1
"E00034171",113,16,2,3,11,41,19,12,10,19,7,9,3,37,22,15,0
"E00034172",127,34,10,9,15,53,17,14,22,16,3,12,1,24,12,11,1
"E00034173",122,35,14,12,9,55,22,11,22,13,8,3,2,19,13,6,0
"E00034174",111,27,7,9,11,48,13,12,23,9,4,5,0,27,14,13,0
"E00034175",116,14,0,4,10,48,20,9,19,24,7,15,2,30,19,11,0
"E00034176",81,20,11,4,5,38,13,9,16,11,8,2,1,12,7,5,0
"E00034177",134,34,16,8,10,43,8,15,20,21,10,11,0,36,25,11,0
"E00034178",160,46,19,13,14,70,33,15,22,17,8,9,0,27,14,13,0
"E00034180",153,45,7,14,24,68,19,16,33,17,8,9,0,23,8,14,1
"E00034182",72,20,9,5,6,20,6,5,9,9,7,2,0,23,18,4,1
"E00034184",121,29,6,1,22,56,17,11,28,17,10,7,0,19,14,4,1
"E00034185",117,13,0,5,8,41,9,11,21,20,12,7,1,43,27,15,1
"E00034187",137,42,35,2,5,50,31,6,13,18,13,2,3,27,17,10,0
"E00034188",142,29,4,7,18,61,15,17,29,18,7,9,2,34,21,11,2
"E00034189",119,22,9,1,12,47,9,11,27,26,6,20,0,24,16,8,0
"E00034190",103,17,0,1,16,49,9,15,25,10,2,6,2,27,19,8,0
"E00034191",110,15,1,4,10,45,15,12,18,23,8,12,3,27,17,10,0
"E00034192",152,35,10,2,23,56,12,18,26,25,3,19,3,36,16,19,1
"E00034193",125,21,6,4,11,47,13,9,25,21,9,12,0,36,17,16,3
"E00034194",105,17,2,4,11,52,8,17,27,13,5,7,1,23,11,12,0
"E00034195",106,22,7,4,11,40,11,6,23,26,16,10,0,18,8,10,0
"E00034196",141,31,3,5,23,55,16,12,27,19,8,9,2,36,16,20,0
"E00034197",135,23,6,2,15,62,19,16,27,14,3,11,0,36,14,22,0
"E00034199",130,19,6,2,11,49,12,7,30,25,13,9,3,37,22,10,5
"E00034200",128,27,4,21,2,39,11,10,18,26,15,7,4,36,21,11,4
"E00034201",157,62,39,15,8,44,26,7,11,27,20,6,1,24,17,7,0
"E00034202",124,9,0,2,7,47,4,9,34,16,6,10,0,52,24,27,1
"E00034203",173,88,29,46,13,37,9,13,15,22,10,11,1,26,18,8,0
"E00034208",156,43,32,5,6,40,25,5,10,16,10,4,2,57,42,13,2
"E00034209",115,33,27,5,1,43,33,5,5,16,9,7,0,23,17,6,0
"E00034211",126,43,25,16,2,33,8,10,15,28,15,12,1,22,15,7,0
"E00034212",141,53,37,6,10,47,24,11,12,28,11,13,4,13,9,4,0
"E00034213",203,33,13,10,10,41,7,13,21,46,21,20,5,83,48,32,3
"E00034215",50,16,6,3,7,14,7,2,5,10,2,5,3,10,3,5,2
"E00034216",205,80,19,37,24,66,12,12,42,20,9,8,3,39,21,17,1
"E00034219",142,47,25,11,11,58,22,15,21,10,7,2,1,27,16,11,0
"E00034221",128,8,2,0,6,47,15,10,22,19,7,7,5,54,21,33,0
"E00034222",202,103,65,34,4,47,28,4,15,23,13,10,0,29,16,10,3
"E00034223",126,23,8,12,3,50,20,21,9,15,8,6,1,38,22,15,1
"E00034224",137,64,5,47,12,34,9,6,19,17,8,8,1,22,13,9,0
"E00034225",140,51,9,34,8,38,19,4,15,20,8,11,1,31,8,22,1
"E00034227",128,59,5,50,4,35,7,10,18,12,5,7,0,22,12,10,0
"E00034228",149,84,9,68,7,21,10,1,10,16,11,4,1,28,16,12,0
"E00034230",150,83,8,68,7,34,7,10,17,16,1,11,4,17,11,6,0
"E00034231",156,71,23,41,7,35,21,8,6,20,9,8,3,30,18,9,3
"E00034234",147,38,4,1,33,60,20,17,23,23,4,17,2,26,10,16,0
"E00034235",127,32,3,1,28,55,7,13,35,18,5,13,0,22,10,12,0
"E00034236",144,48,23,7,18,44,13,18,13,22,13,8,1,30,15,15,0
"E00034237",133,29,7,5,17,57,12,22,23,20,9,7,4,27,17,10,0
"E00034238",53,6,0,2,4,21,4,6,11,15,1,12,2,11,4,7,0
"E00034239",144,36,4,4,28,61,13,12,36,28,15,10,3,19,7,12,0
"E00034240",134,36,10,2,24,37,11,12,14,36,18,15,3,25,7,17,1
"E00034241",127,30,6,5,19,51,12,14,25,26,13,13,0,20,9,11,0
"E00034242",115,23,5,1,17,35,5,9,21,18,11,6,1,39,18,20,1
"E00034243",172,65,13,11,41,55,10,13,32,27,5,15,7,25,8,17,0
"E00034244",117,25,0,3,22,47,9,11,27,20,7,11,2,25,11,12,2
"E00034245",128,27,2,6,19,50,15,10,25,20,9,10,1,31,16,15,0
"E00034246",121,28,3,0,25,48,17,12,19,16,2,13,1,29,16,13,0
"E00034247",126,21,7,0,14,44,8,11,25,22,11,8,3,39,25,14,0
"E00034248",116,13,3,3,7,30,14,4,12,26,17,7,2,47,31,15,1
"E00034249",147,41,18,0,23,49,21,7,21,19,12,6,1,38,34,3,1
"E00034250",168,50,4,9,37,66,21,12,33,24,13,11,0,28,13,13,2
"E00034251",143,38,12,14,12,49,18,19,12,20,10,10,0,36,24,9,3
"E00034252",183,66,22,14,30,63,7,13,43,21,6,13,2,33,18,14,1
"E00034253",168,57,20,5,32,66,17,19,30,23,8,9,6,22,12,8,2
"E00034254",144,46,7,2,37,45,20,8,17,23,3,17,3,30,20,9,1
"E00034255",136,36,4,4,28,43,8,15,20,21,10,9,2,36,14,21,1
"E00034256",139,32,5,0,27,54,9,15,30,21,8,10,3,32,16,14,2
"E00034257",150,31,15,1,15,57,22,20,15,26,15,11,0,36,18,16,2
"E00034258",133,36,10,4,22,56,11,13,32,12,3,9,0,29,11,17,1
"E00034259",131,48,13,6,29,54,16,8,30,15,8,7,0,14,8,6,0
"E00034260",117,31,5,5,21,37,12,7,18,16,6,7,3,33,22,11,0
"E00034261",108,19,0,1,18,51,8,14,29,16,4,12,0,22,10,11,1
"E00034262",121,26,10,3,13,48,10,15,23,25,8,15,2,22,13,9,0
"E00034263",122,18,6,3,9,35,11,7,17,42,29,11,2,27,23,4,0
"E00034264",140,32,9,3,20,57,16,13,28,26,11,15,0,25,11,14,0
"E00034265",238,42,10,8,24,84,17,35,32,60,18,34,8,52,23,29,0
"E00034266",140,34,12,5,17,53,18,12,23,14,7,7,0,39,19,20,0
"E00034267",99,9,2,1,6,45,7,15,23,15,2,11,2,30,11,18,1
"E00034268",207,48,13,9,26,95,40,22,33,30,13,12,5,34,19,13,2
"E00034269",109,18,13,1,4,56,30,8,18,14,9,5,0,21,8,13,0
"E00034270",145,59,33,19,7,52,24,11,17,12,2,8,2,22,9,12,1
"E00034271",118,28,6,9,13,46,5,10,31,16,3,9,4,28,11,17,0
"E00034272",168,53,36,9,8,70,35,12,23,18,11,7,0,27,19,7,1
"E00034273",95,42,33,5,4,27,13,8,6,9,6,3,0,17,13,4,0
"E00034274",124,57,45,7,5,49,28,12,9,13,5,6,2,5,3,2,0
"E00034275",117,7,4,0,3,48,8,15,25,26,5,18,3,36,8,28,0
"E00034276",127,26,7,8,11,51,11,12,28,23,9,11,3,27,8,19,0
"E00034277",104,14,1,3,10,38,9,13,16,19,4,14,1,33,13,20,0
"E00034278",127,27,7,12,8,63,19,18,26,21,3,14,4,16,9,7,0
"E00034279",189,78,44,27,7,74,56,10,8,25,22,2,1,12,11,1,0
"E00034280",122,29,24,4,1,51,44,4,3,16,14,2,0,26,25,1,0
"E00034281",109,49,33,14,2,49,42,4,3,6,4,2,0,5,4,1,0
"E00034282",180,48,20,12,16,77,26,14,37,33,11,20,2,22,11,11,0
"E00034283",157,41,12,9,20,66,18,19,29,21,7,10,4,29,16,13,0
"E00034284",123,33,24,4,5,47,13,12,22,17,8,5,4,26,14,12,0
"E00034285",141,22,13,0,9,47,12,11,24,26,11,11,4,46,23,23,0
"E00034286",121,12,2,0,10,56,8,12,36,19,4,12,3,34,13,19,2
"E00034287",116,23,8,2,13,48,7,9,32,20,10,9,1,25,12,13,0
"E00034288",128,27,5,9,13,50,9,16,25,26,7,16,3,25,15,10,0
"E00034289",109,30,8,5,17,43,15,10,18,15,3,11,1,21,9,12,0
"E00034290",115,29,3,3,23,50,13,11,26,14,3,9,2,22,10,12,0
"E00034291",100,32,12,2,18,37,12,6,19,13,4,8,1,18,11,5,2
"E00034292",112,22,3,8,11,56,16,13,27,19,6,8,5,15,5,10,0
"E00034293",136,33,10,4,19,54,19,18,17,15,1,13,1,34,24,9,1
"E00034294",234,86,30,15,41,98,24,25,49,24,12,11,1,26,8,18,0
"E00034295",103,26,9,2,15,54,19,15,20,13,6,7,0,10,7,3,0
"E00034296",136,39,13,7,19,50,15,9,26,14,4,10,0,33,9,23,1
"E00034297",129,22,8,3,11,53,20,13,20,22,12,8,2,32,20,12,0
"E00034298",148,25,11,5,9,61,16,16,29,26,10,14,2,36,14,21,1
"E00034299",120,31,9,3,19,46,16,11,19,19,13,6,0,24,13,11,0
"E00034300",105,7,1,0,6,44,9,7,28,17,8,9,0,37,25,12,0
"E00034301",136,46,29,8,9,58,29,7,22,13,6,6,1,19,8,11,0
"E00034302",117,19,6,6,7,66,11,16,39,16,7,9,0,16,10,6,0
"E00034303",138,21,7,4,10,52,29,10,13,25,9,15,1,40,24,15,1
"E00034304",133,46,31,7,8,48,29,5,14,19,6,12,1,20,11,8,1
"E00034305",132,23,7,5,11,50,24,11,15,19,5,12,2,40,21,18,1
"E00034306",140,58,27,11,20,40,10,7,23,21,11,9,1,21,10,11,0
"E00034307",120,33,18,7,8,57,33,11,13,20,11,8,1,10,6,4,0
"E00034308",151,32,8,5,19,73,19,21,33,19,7,11,1,27,12,15,0
"E00034309",120,37,13,10,14,43,12,10,21,17,9,7,1,23,14,9,0
"E00034310",149,45,22,9,14,66,26,11,29,23,9,12,2,15,7,8,0
"E00034311",132,57,16,24,17,43,18,8,17,13,7,5,1,19,12,7,0
"E00034312",144,50,10,19,21,56,23,13,20,15,10,4,1,23,12,11,0
"E00034313",140,44,14,4,26,61,19,16,26,16,7,8,1,19,12,7,0
"E00034314",119,34,14,3,17,46,10,13,23,19,11,6,2,20,12,8,0
"E00034315",168,9,3,1,5,30,21,3,6,24,14,9,1,105,87,18,0
"E00034316",111,20,4,3,13,40,11,12,17,21,7,12,2,30,15,15,0
"E00034317",185,48,26,1,21,69,19,15,35,32,18,10,4,36,18,16,2
"E00034318",106,9,0,0,9,47,7,14,26,17,1,13,3,33,12,19,2
"E00034319",161,32,14,2,16,51,16,11,24,24,18,6,0,54,34,20,0
"E00034320",94,19,10,1,8,32,15,4,13,14,7,7,0,29,19,10,0
"E00034321",47,11,0,4,7,18,5,4,9,4,1,2,1,14,8,5,1
"E00034322",127,14,5,3,6,52,8,16,28,23,8,13,2,38,27,11,0
"E00034323",142,17,7,1,9,64,18,16,30,25,14,10,1,36,20,15,1
"E00034324",128,10,2,1,7,46,8,6,32,30,10,17,3,42,20,20,2
"E00034325",126,22,11,3,8,45,15,9,21,23,8,14,1,36,19,16,1
"E00034326",119,2,0,0,2,32,4,17,11,40,12,24,4,45,24,20,1
"E00034327",108,6,0,1,5,52,10,15,27,30,6,22,2,20,11,9,0
"E00034328",125,9,1,4,4,67,8,17,42,25,6,16,3,24,16,8,0
"E00034329",112,8,5,0,3,41,13,13,15,29,10,17,2,34,13,20,1
"E00034330",103,7,1,1,5,34,6,6,22,19,7,12,0,43,20,23,0
"E00034331",116,15,1,2,12,36,5,17,14,20,6,12,2,45,22,22,1
"E00034332",146,21,1,4,16,62,21,14,27,33,15,15,3,30,11,18,1
"E00034333",138,21,5,6,10,50,12,17,21,19,9,9,1,48,27,21,0
"E00034334",140,19,12,0,7,23,5,5,13,24,16,8,0,74,63,11,0
"E00034335",95,19,1,1,17,35,7,7,21,17,5,10,2,24,13,9,2
"E00034336",106,8,1,0,7,39,10,12,17,23,7,14,2,36,17,18,1
"E00034337",140,22,3,11,8,59,9,16,34,28,5,22,1,31,10,21,0
"E00034338",107,13,1,6,6,52,6,13,33,17,5,9,3,25,8,16,1
"E00034339",120,10,3,2,5,45,6,8,31,27,3,21,3,38,14,23,1
"E00034340",93,10,3,5,2,44,5,16,23,12,3,8,1,27,9,18,0
"E00034341",136,19,4,5,10,52,9,15,28,21,2,16,3,44,22,22,0
"E00034342",94,7,3,1,3,38,4,10,24,26,7,18,1,23,7,16,0
"E00034343",103,15,1,5,9,35,3,12,20,26,5,18,3,27,14,13,0
"E00034344",105,14,1,5,8,57,9,17,31,17,3,12,2,17,7,10,0
"E00034345",83,11,2,4,5,42,4,8,30,17,4,11,2,13,3,9,1
"E00034346",76,3,3,0,0,19,8,7,4,12,6,6,0,42,35,7,0
"E00034347",122,22,8,4,10,48,23,12,13,15,5,9,1,37,25,12,0
"E00034348",111,7,1,1,5,41,8,14,19,21,4,15,2,42,20,21,1
"E00034349",119,28,4,4,20,40,8,18,14,20,3,11,6,31,17,12,2
"E00034350",139,20,7,1,12,33,8,7,18,19,11,7,1,67,51,12,4
"E00034351",179,51,21,13,17,62,24,18,20,42,33,5,4,24,15,8,1
"E00034352",114,22,6,5,11,39,4,8,27,27,8,14,5,26,13,13,0
"E00034353",121,4,0,0,4,58,12,14,32,21,11,8,2,38,24,12,2
"E00034354",150,40,21,2,17,55,35,10,10,29,13,15,1,26,15,10,1
"E00034355",172,26,9,5,12,58,31,4,23,43,26,15,2,45,27,18,0
"E00034356",78,9,5,1,3,24,11,6,7,26,16,7,3,19,11,8,0
"E00034358",173,48,19,18,11,73,26,15,32,19,7,10,2,33,22,9,2
"E00034359",111,22,12,7,3,58,19,16,23,15,4,7,4,16,7,8,1
"E00034360",80,18,6,4,8,27,16,2,9,19,9,6,4,16,6,10,0
"E00034361",101,12,2,2,8,27,5,12,10,22,8,14,0,40,26,14,0
"E00034362",127,9,6,0,3,23,7,9,7,38,24,13,1,57,43,14,0
"E00034363",129,20,5,7,8,54,24,9,21,24,10,13,1,31,15,16,0
"E00034364",124,30,15,11,4,48,24,11,13,12,7,4,1,34,20,13,1
"E00034365",152,24,6,3,15,61,23,16,22,39,21,17,1,28,17,11,0
"E00034366",179,22,7,2,13,60,24,11,25,46,21,22,3,51,37,13,1
"E00034368",136,43,13,9,21,42,13,17,12,25,11,12,2,26,19,7,0
"E00034369",125,42,15,13,14,44,18,11,15,20,7,10,3,19,9,10,0
"E00034371",119,14,1,2,11,34,12,11,11,33,13,14,6,38,18,17,3
"E00034372",117,17,4,3,10,44,4,14,26,22,9,12,1,34,18,15,1
"E00034373",122,18,13,1,4,46,28,6,12,27,22,4,1,31,19,12,0
"E00034374",121,12,2,3,7,46,7,18,21,26,11,12,3,37,21,16,0
"E00034375",159,11,1,2,8,82,4,33,45,27,6,19,2,39,15,23,1
"E00034376",132,19,2,6,11,50,9,15,26,21,5,12,4,42,21,18,3
"E00034377",127,15,1,7,7,57,14,10,33,34,4,24,6,21,12,9,0
"E00034378",130,26,4,6,16,52,8,17,27,27,6,19,2,25,14,11,0
"E00034379",161,36,12,10,14,80,29,21,30,14,5,8,1,31,19,12,0
"E00034380",128,23,6,7,10,52,4,14,34,25,5,18,2,28,8,20,0
"E00034381",222,41,15,11,15,102,12,24,66,33,5,24,4,46,24,22,0
"E00034382",163,57,22,19,16,58,23,9,26,16,3,12,1,32,11,21,0
"E00034383",158,26,6,6,14,78,8,18,52,26,6,15,5,28,12,15,1
"E00034384",127,32,9,6,17,60,14,14,32,17,6,9,2,18,7,10,1
"E00034386",203,75,51,16,8,85,44,13,28,24,8,14,2,19,12,7,0
"E00034387",153,34,19,3,12,61,44,7,10,36,24,11,1,22,13,9,0
"E00034388",137,31,6,3,22,40,14,10,16,19,6,11,2,47,34,13,0
"E00034389",93,12,2,3,7,30,7,8,15,16,5,8,3,35,16,19,0
"E00034390",143,18,5,8,5,70,15,18,37,29,10,16,3,26,10,16,0
"E00034391",153,16,6,1,9,81,14,24,43,32,5,25,2,24,13,11,0
"E00034392",124,30,2,5,23,45,6,12,27,27,8,18,1,22,8,14,0
"E00034393",111,7,0,0,7,39,5,12,22,27,7,17,3,38,18,19,1
"E00034394",127,18,6,6,6,73,19,21,33,14,6,7,1,22,7,15,0
"E00034395",119,34,13,6,15,55,18,12,25,14,8,6,0,16,9,7,0
"E00034396",136,33,11,7,15,46,14,9,23,29,6,21,2,28,16,12,0
"E00034397",134,17,5,4,8,66,14,17,35,24,5,16,3,27,19,8,0
"E00034398",139,19,10,4,5,62,26,16,20,34,12,21,1,24,11,13,0
"E00034399",161,29,10,6,13,57,24,13,20,34,14,20,0,41,20,19,2
"E00034400",138,29,7,10,12,63,30,16,17,19,9,8,2,27,20,7,0
"E00034401",167,34,17,3,14,74,31,8,35,28,11,16,1,31,24,6,1
"E00034402",129,22,14,2,6,57,21,14,22,22,3,17,2,28,14,14,0
"E00034403",145,21,13,4,4,65,25,14,26,27,12,13,2,32,14,18,0
"E00034404",126,31,10,7,14,56,15,8,33,19,7,12,0,20,11,9,0
"E00034405",148,30,14,5,11,64,12,22,30,27,4,23,0,27,10,17,0
"E00034406",151,38,18,6,14,58,19,13,26,29,7,18,4,26,17,9,0
"E00034409",156,18,7,1,10,57,8,15,34,35,8,27,0,46,23,23,0
"E00034410",130,20,6,3,11,62,11,19,32,20,8,12,0,28,10,17,1
"E00034412",176,51,26,15,10,83,46,12,25,28,15,11,2,14,11,3,0
"E00034413",117,19,0,6,13,48,13,12,23,20,5,15,0,30,11,19,0
"E00034414",110,28,5,7,16,44,1,15,28,13,4,8,1,25,13,12,0
"E00034415",176,61,32,14,15,69,32,19,18,22,11,8,3,24,14,10,0
"E00034416",138,16,0,6,10,54,6,16,32,19,5,13,1,49,17,30,2
"E00034417",122,38,7,2,29,46,13,10,23,19,9,10,0,19,6,11,2
"E00034418",158,36,5,9,22,77,8,19,50,24,3,16,5,21,9,12,0
"E00034419",113,24,10,5,9,47,12,16,19,19,5,14,0,23,11,12,0
"E00034420",106,14,2,3,9,34,9,12,13,31,8,22,1,27,16,11,0
"E00034421",132,15,4,4,7,53,15,11,27,41,12,26,3,23,17,6,0
"E00034422",138,21,6,3,12,46,16,9,21,24,7,14,3,47,22,25,0
"E00034424",118,13,3,0,10,33,9,9,15,21,3,16,2,51,24,26,1
"E00034425",147,26,12,1,13,56,19,17,20,36,11,23,2,29,17,12,0
"E00034426",220,73,29,18,26,94,51,13,30,21,7,13,1,32,22,10,0
"E00034427",141,26,11,3,12,39,16,8,15,27,16,11,0,49,37,12,0
"E00034428",148,37,7,8,22,66,16,13,37,21,6,15,0,24,11,13,0
"E00034429",146,38,17,2,19,50,22,15,13,20,9,11,0,38,27,11,0
"E00034430",150,46,9,5,32,63,34,10,19,19,9,6,4,22,14,8,0
"E00034431",108,27,5,12,10,44,15,10,19,12,4,6,2,25,10,14,1
"E00034432",164,39,10,7,22,71,12,28,31,18,9,8,1,36,26,10,0
"E00034433",123,10,2,4,4,41,7,13,21,30,8,15,7,42,12,30,0
"E00034434",145,16,4,6,6,52,6,12,34,34,4,26,4,43,10,32,1
"E00034435",138,9,2,6,1,42,5,8,29,31,9,18,4,56,21,35,0
"E00034436",152,10,4,6,0,58,23,12,23,26,8,18,0,58,32,25,1
"E00034437",172,26,8,6,12,76,25,25,26,28,15,10,3,42,22,20,0
"E00034438",117,9,3,2,4,37,10,8,19,28,8,20,0,43,21,22,0
"E00034439",137,22,7,12,3,59,24,12,23,25,8,14,3,31,21,10,0
"E00034440",135,18,9,1,8,53,19,10,24,23,7,13,3,41,17,24,0
"E00034441",122,14,1,4,9,51,4,14,33,12,3,9,0,45,21,24,0
"E00034442",142,19,10,4,5,67,19,27,21,23,11,10,2,33,19,14,0
"E00034443",132,12,1,6,5,41,13,9,19,27,8,18,1,52,24,28,0
"E00034444",128,20,3,11,6,35,6,11,18,25,3,20,2,48,22,26,0
"E00034445",120,6,2,3,1,43,12,11,20,30,4,23,3,41,14,27,0
"E00034446",186,23,12,4,7,62,14,13,35,34,9,21,4,67,28,37,2
"E00034447",111,5,0,2,3,56,3,5,48,23,3,15,5,27,12,15,0
"E00034448",112,14,6,4,4,40,8,10,22,27,3,22,2,31,8,23,0
"E00034449",93,1,0,1,0,23,6,8,9,16,3,11,2,53,33,20,0
"E00034451",150,40,21,9,10,61,26,16,19,23,12,10,1,26,21,5,0
"E00034453",143,34,13,13,8,38,19,8,11,21,13,8,0,50,31,19,0
"E00034454",218,6,6,0,0,35,26,9,0,59,46,13,0,118,85,33,0
"E00034455",99,9,1,4,4,42,6,15,21,17,3,12,2,31,15,16,0
"E00034456",96,7,1,2,4,42,3,16,23,21,4,15,2,26,9,17,0
"E00034457",100,3,2,0,1,30,3,11,16,19,5,11,3,48,12,36,0
"E00034458",101,7,1,2,4,29,7,7,15,13,5,7,1,52,25,27,0
"E00034459",127,9,1,3,5,45,10,12,23,22,5,17,0,51,20,31,0
"E00034460",109,7,2,1,4,14,4,3,7,12,4,8,0,76,28,48,0
"E00034461",110,24,20,2,2,29,19,5,5,22,10,8,4,35,28,7,0
"E00034462",110,11,3,5,3,31,5,12,14,20,4,13,3,48,21,27,0
"E00034463",89,0,0,0,0,29,1,4,24,25,3,18,4,35,13,21,1
"E00034464",119,8,1,4,3,28,5,10,13,29,4,24,1,54,21,33,0
"E00034465",112,1,0,0,1,30,3,9,18,25,1,22,2,56,24,31,1
"E00034466",132,5,0,1,4,38,4,15,19,31,9,21,1,58,28,30,0
"E00034467",111,6,0,1,5,38,4,8,26,28,5,19,4,39,10,29,0
"E00034468",121,7,0,4,3,43,7,10,26,17,4,12,1,54,21,32,1
"E00034469",98,2,0,1,1,54,3,18,33,18,1,12,5,24,6,17,1
"E00034470",124,7,1,5,1,47,5,11,31,26,0,22,4,44,12,32,0
"E00034471",128,4,1,1,2,40,9,10,21,26,6,20,0,58,21,37,0
"E00034472",162,41,17,10,14,72,26,18,28,25,11,13,1,24,16,8,0
"E00034473",134,3,0,2,1,35,2,7,26,27,3,21,3,69,30,39,0
"E00034474",202,76,37,16,23,59,32,8,19,21,11,8,2,46,29,17,0
"E00034475",130,32,11,6,15,49,24,15,10,29,14,14,1,20,12,8,0
"E00034476",137,15,2,4,9,33,6,11,16,26,15,9,2,63,40,23,0
"E00034477",136,15,3,2,10,50,7,10,33,34,8,21,5,37,19,18,0
"E00034478",202,16,9,3,4,51,23,9,19,42,26,16,0,93,66,26,1
"E00034479",132,7,2,5,0,47,7,11,29,36,11,23,2,42,13,28,1
"E00034480",153,6,3,1,2,25,20,3,2,47,32,15,0,75,52,23,0
"E00034481",137,31,16,2,13,61,34,11,16,18,9,7,2,27,21,6,0
"E00034482",130,9,6,0,3,20,6,3,11,20,11,8,1,81,72,9,0
"E00034483",141,24,13,5,6,61,24,15,22,21,9,10,2,35,20,15,0
"E00034484",149,28,15,7,6,65,28,14,23,21,7,14,0,35,24,9,2
