"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E00034458",82,6,4,0,0,1,1,0,0,1,1,2,0,0,0,2,15,2,0,1,1,0,0,3,2,0,1,5,5,5,0,2,1,1,0,1,0,17,1,0,0,1,1,1,0,4,4,1,1,0,0,10,1,1,3,5,0,0,11,9,4,3,2,0,0,2,2,9,0,0,5,1,1,0,3,0,3,2,1,0,1,0,1,0,0,12,7,4,0,3,5,2,2,1,0,3,2,1,0,1,1,1,0,6,3,0,2,0,1,3,3,0,0,3,0,0,0,0,3,1,0,0,0,1,1
"E00034459",129,17,13,0,3,2,1,1,0,2,4,4,0,0,0,4,19,4,1,3,0,0,0,4,2,0,2,6,6,5,1,0,1,2,0,1,0,16,5,3,0,2,2,0,2,4,4,0,0,0,0,5,0,0,1,1,0,3,19,14,8,2,1,2,1,5,5,12,0,0,3,0,1,0,2,0,5,4,1,0,4,0,0,3,1,19,12,7,1,4,7,3,2,1,1,12,11,8,3,0,1,0,1,6,3,1,1,1,0,3,3,0,0,9,1,0,1,0,8,4,1,1,1,0,1
"E00034460",59,11,4,0,1,0,1,0,0,0,2,7,0,3,0,4,16,2,1,0,1,0,0,3,2,0,1,3,3,8,2,2,2,1,0,1,0,6,0,0,0,0,0,0,0,2,2,1,0,1,0,3,0,1,2,0,0,0,5,4,0,0,1,2,1,1,1,3,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,9,6,6,0,0,3,3,0,1,1,0,1,0,0,0,0,0,0,6,0,0,0,0,6,3,2,0,0,1,0
"E00034461",78,5,2,0,2,0,0,0,0,0,0,3,0,1,0,2,23,1,0,1,0,0,0,5,3,2,0,8,8,9,0,3,0,5,1,0,0,9,2,2,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,3,0,2,9,9,3,0,4,1,1,0,0,11,0,0,6,0,0,0,6,0,4,2,2,0,1,0,0,1,0,6,5,0,0,5,1,0,1,0,0,5,4,3,1,0,1,1,0,5,2,0,1,0,1,3,3,0,0,5,0,0,0,0,5,1,2,0,0,1,1
"E00034462",117,12,9,0,3,2,0,1,0,1,2,3,0,0,0,3,23,3,1,0,2,0,0,3,0,1,2,13,13,4,0,2,1,0,1,0,0,17,3,1,0,2,2,1,1,3,3,4,1,2,1,5,0,0,0,3,0,2,17,16,2,5,1,3,5,1,1,12,1,1,4,1,1,0,2,0,4,2,2,0,3,0,0,3,0,9,5,4,0,1,4,3,1,0,0,11,10,10,0,0,1,1,0,8,3,0,3,0,0,5,4,0,1,8,1,0,0,1,7,2,0,2,0,0,3
"E00034463",112,21,13,0,1,7,0,1,0,2,2,8,0,2,1,5,46,1,0,1,0,0,0,16,13,1,2,11,11,18,12,1,2,2,0,0,1,17,1,1,0,0,0,0,0,1,1,0,0,0,0,15,0,3,5,5,0,2,14,9,1,1,3,4,0,5,5,4,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,2,0,2,0,0,3,3,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,3,0,0,1,0,0,2
"E00034464",126,8,5,0,0,2,0,0,0,1,2,3,0,1,0,2,20,4,1,1,2,0,0,4,0,1,3,6,6,6,1,1,1,1,1,1,0,12,1,0,1,0,2,2,0,2,2,2,0,0,2,5,0,0,1,2,0,2,19,12,3,5,2,2,0,7,7,20,2,2,8,1,3,3,1,0,7,6,1,0,3,0,0,2,1,13,9,5,0,4,4,2,2,0,0,17,14,11,3,0,3,3,0,11,6,0,2,1,3,5,5,0,0,6,0,0,0,0,6,0,2,1,1,0,2
"E00034465",113,32,13,0,3,8,1,0,0,0,1,19,0,4,0,15,37,3,1,2,0,0,0,12,9,0,3,14,14,8,1,3,2,2,0,0,0,11,1,1,0,0,1,0,1,1,1,2,2,0,0,6,0,1,2,2,0,1,10,8,2,4,0,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,2,0,1,3,1,1,1,0,9,9,8,1,0,0,0,0,4,2,0,2,0,0,2,1,1,0,3,1,0,1,0,2,0,1,0,0,0,1
"E00034466",139,16,10,0,3,1,0,0,1,1,4,6,0,0,0,6,30,6,2,2,2,0,0,7,3,0,4,10,10,7,0,2,2,3,0,0,0,16,2,0,0,2,1,1,0,2,2,2,1,0,1,9,0,0,2,4,0,3,17,11,2,2,3,3,1,6,6,18,1,1,9,2,2,2,3,0,8,7,1,0,0,0,0,0,0,6,5,2,0,3,1,0,1,0,0,15,12,11,0,1,3,3,0,9,2,0,1,0,1,7,6,1,0,12,3,1,0,2,9,1,2,1,0,3,2
"E00034467",136,19,13,0,3,2,0,2,0,4,2,6,0,0,0,6,44,5,0,5,0,0,0,13,9,2,2,17,17,9,2,3,2,1,0,0,1,20,2,0,0,2,1,0,1,3,3,4,2,1,1,10,0,2,2,5,0,1,14,10,3,5,0,2,0,4,4,12,0,0,7,0,2,0,5,0,4,3,1,0,1,0,0,0,1,14,8,3,0,5,6,1,4,0,1,8,6,4,1,1,2,2,0,2,1,0,1,0,0,1,1,0,0,3,1,0,1,0,2,0,1,1,0,0,0
"E00034468",134,15,9,0,4,4,0,0,0,0,1,6,0,1,0,5,26,8,2,0,6,0,0,7,5,1,1,8,8,3,0,3,0,0,0,0,0,19,3,2,0,1,2,1,1,1,1,4,1,3,0,9,0,1,4,3,0,1,23,18,6,4,3,3,2,5,5,15,0,0,6,1,2,1,1,1,6,3,3,0,3,0,2,1,0,8,5,4,0,1,3,2,1,0,0,13,12,11,0,1,1,0,1,8,2,0,0,0,2,6,5,1,0,7,1,0,1,0,6,0,1,2,0,0,3
"E00034469",148,23,11,0,1,6,0,2,1,0,1,12,0,2,2,8,52,6,3,1,2,0,0,9,4,3,2,15,15,22,9,5,5,2,0,1,0,17,2,0,0,2,1,1,0,2,2,2,0,2,0,10,0,1,1,4,0,4,16,13,1,3,4,4,1,3,3,8,0,0,3,0,0,1,2,0,3,3,0,0,2,0,0,2,0,8,7,5,0,2,1,0,1,0,0,8,3,2,1,0,5,2,3,5,1,0,1,0,0,4,4,0,0,11,0,0,0,0,11,2,2,0,0,1,6
"E00034470",166,35,21,2,4,9,2,0,0,0,4,14,0,5,0,9,58,2,0,1,1,0,0,22,20,1,1,14,14,20,5,9,2,3,0,0,1,16,2,1,1,0,1,1,0,1,1,2,1,0,1,10,1,1,3,4,0,1,25,14,4,4,1,4,1,11,11,9,0,0,2,0,0,1,1,0,2,2,0,0,5,0,0,3,2,8,8,4,0,4,0,0,0,0,0,7,7,6,1,0,0,0,0,6,3,0,0,0,3,3,2,1,0,2,0,0,0,0,2,0,0,2,0,0,0
"E00034471",126,28,19,0,5,9,0,3,0,1,1,9,0,0,1,8,37,5,2,0,3,0,0,8,6,1,1,16,16,8,4,3,0,1,0,0,0,20,3,3,0,0,0,0,0,2,2,4,1,0,3,11,0,0,3,5,0,3,15,6,1,2,0,2,1,9,9,6,2,2,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,6,3,3,0,0,3,3,0,0,0,6,6,5,1,0,0,0,0,5,1,0,0,0,1,4,4,0,0,3,0,0,0,0,3,0,0,1,0,1,1
"E00034472",164,20,16,0,2,4,3,1,1,1,4,4,0,0,0,4,38,4,1,0,3,0,0,8,6,1,1,14,14,12,1,5,1,3,0,1,1,30,1,1,0,0,4,0,4,7,7,5,3,1,1,13,0,1,5,6,0,1,19,19,3,3,4,6,3,0,0,11,1,1,4,0,1,0,3,0,6,5,1,0,0,0,0,0,0,14,9,6,0,3,5,2,3,0,0,19,14,10,2,2,5,5,0,4,1,0,1,0,0,3,2,0,1,9,0,0,0,0,9,0,3,1,0,2,3
"E00034473",133,17,9,0,5,3,0,0,0,1,0,8,0,0,0,8,47,7,1,1,5,0,0,12,7,0,5,13,13,15,5,2,6,1,0,0,1,24,5,4,0,1,1,1,0,2,2,5,3,0,2,11,0,1,4,2,0,4,13,9,0,4,1,4,0,4,4,6,0,0,1,0,0,1,0,0,2,0,1,1,3,0,0,2,1,6,4,2,0,2,2,0,2,0,0,9,9,9,0,0,0,0,0,3,2,2,0,0,0,1,1,0,0,8,2,0,1,1,6,2,0,2,0,0,2
"E00034474",144,11,7,1,0,2,1,1,0,1,1,4,0,0,1,3,27,7,1,3,2,0,1,8,6,0,2,6,6,6,0,3,1,2,0,0,0,17,2,2,0,0,3,2,1,0,0,8,4,3,1,4,0,1,1,1,0,1,16,14,3,5,4,2,0,2,2,12,2,2,1,0,0,1,0,0,5,4,1,0,4,1,0,2,1,19,15,4,0,11,4,3,1,0,0,15,11,10,0,1,4,3,1,11,8,2,2,0,4,3,2,1,0,16,1,0,1,0,15,1,6,2,2,1,3
"E00034475",109,7,4,0,3,0,0,0,0,0,1,3,0,1,0,2,15,3,0,1,2,0,0,2,1,0,1,5,5,5,0,2,1,1,0,0,1,8,0,0,0,0,4,0,4,1,1,1,1,0,0,2,0,1,0,1,0,0,9,6,2,2,0,2,0,3,3,15,2,2,6,0,2,1,3,0,4,3,1,0,3,0,1,2,0,14,11,5,0,6,3,3,0,0,0,11,10,8,0,2,1,1,0,13,3,1,0,1,1,10,7,0,3,17,1,0,1,0,16,0,5,2,2,2,5
"E00034476",105,19,10,0,1,3,0,2,1,0,3,9,0,4,0,5,23,2,0,2,0,0,0,4,0,2,2,12,12,5,1,2,2,0,0,0,0,12,2,1,0,1,2,0,2,3,3,1,0,1,0,4,0,0,0,2,0,2,11,8,4,3,0,0,1,3,3,10,0,0,2,0,1,1,0,0,3,2,0,1,5,0,0,5,0,13,10,3,0,7,3,1,2,0,0,7,6,4,2,0,1,1,0,5,1,0,0,1,0,4,4,0,0,5,2,0,1,1,3,0,2,0,0,0,1
"E00034477",158,12,7,1,0,4,0,0,0,0,2,5,0,1,0,4,62,8,0,4,4,0,0,12,4,1,7,23,23,19,3,5,3,4,3,1,0,22,2,0,0,2,1,0,1,6,6,1,0,0,1,12,0,0,2,5,1,4,13,10,3,3,3,0,1,3,3,16,0,0,3,0,1,1,1,0,8,6,1,1,5,0,1,3,1,14,12,7,0,5,2,1,1,0,0,5,3,3,0,0,2,1,1,4,0,0,0,0,0,4,4,0,0,10,3,1,1,1,7,2,4,0,0,0,1
"E00034478",129,10,5,0,1,0,1,0,1,1,1,5,0,3,1,1,37,8,0,3,4,1,0,12,5,0,7,10,10,7,2,1,1,3,0,0,0,25,1,1,0,0,2,1,1,7,7,5,5,0,0,10,0,2,3,2,0,3,20,15,5,4,2,3,1,5,5,11,2,2,3,0,1,0,2,0,4,3,1,0,2,1,1,0,0,13,7,3,0,4,6,0,2,2,2,6,4,3,0,1,2,1,1,4,2,0,1,1,0,2,1,0,1,3,1,0,0,1,2,0,1,0,0,1,0
"E00034479",157,24,17,3,3,4,1,1,0,1,4,7,0,3,0,4,42,5,0,1,3,1,0,10,8,0,2,16,16,11,4,3,2,1,0,1,0,25,2,2,0,0,1,1,0,2,2,4,3,0,1,16,0,1,7,6,0,2,26,19,7,5,3,3,1,7,7,5,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,8,6,4,0,2,2,2,0,0,0,9,8,7,1,0,1,1,0,12,6,2,1,2,1,6,4,1,1,6,0,0,0,0,6,2,1,1,0,1,1
"E00034480",51,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,3,3,0,0,0,0,8,0,2,3,1,0,2,9,9,2,0,2,4,1,0,0,7,0,0,0,0,0,0,0,0,5,5,0,0,2,0,0,2,0,3,2,0,0,2,1,1,0,0,0,2,1,1,0,0,1,1,0,8,1,1,0,0,0,7,7,0,0,4,0,0,0,0,4,0,1,2,0,1,0
"E00034481",98,5,3,0,2,0,0,0,0,1,0,2,0,1,0,1,11,4,3,1,0,0,0,2,1,0,1,2,2,3,0,1,0,0,0,1,1,14,2,2,0,0,2,1,1,3,3,2,2,0,0,5,0,0,0,2,0,3,8,7,0,2,1,4,0,1,1,13,2,2,2,0,0,2,0,0,6,6,0,0,3,1,0,2,0,10,8,4,0,4,2,1,1,0,0,11,7,7,0,0,4,4,0,15,9,2,3,3,1,6,4,1,1,11,1,0,1,0,10,0,4,0,0,1,5
"E00034482",59,7,4,0,0,3,0,1,0,0,0,3,0,1,1,1,11,3,0,2,1,0,0,0,0,0,0,5,5,3,1,1,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,3,1,0,2,6,0,0,2,3,0,1,7,4,0,2,2,0,0,3,3,3,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,5,5,4,0,1,0,0,0,0,0,3,1,1,0,0,2,2,0,6,3,1,1,1,0,3,3,0,0,7,0,0,0,0,7,0,6,0,0,1,0
"E00034483",129,9,5,0,0,1,1,1,0,1,1,4,0,4,0,0,22,6,1,1,4,0,0,4,0,0,4,9,9,3,0,1,1,0,1,0,0,14,5,2,0,3,2,0,2,1,1,2,1,1,0,4,1,0,1,1,0,1,19,13,3,3,2,5,0,6,6,9,1,1,0,0,0,0,0,0,6,6,0,0,2,0,0,1,1,15,13,5,0,8,2,1,0,1,0,15,13,13,0,0,2,2,0,8,4,2,1,1,0,4,1,1,2,18,4,0,0,4,14,0,8,0,1,1,4
"E00034484",137,9,4,0,0,1,1,1,0,1,0,5,1,2,0,2,28,1,0,0,1,0,0,10,8,0,2,6,6,11,0,3,5,2,0,1,0,15,0,0,0,0,2,0,2,3,3,3,0,1,2,7,0,0,4,2,0,1,9,8,5,2,1,0,0,1,1,9,0,0,3,2,0,0,1,0,3,3,0,0,3,0,0,3,0,15,10,1,0,9,5,1,2,2,0,16,9,9,0,0,7,7,0,13,7,1,1,2,3,6,6,0,0,23,0,0,0,0,23,7,7,0,2,2,5
"E00034485",138,19,10,0,6,1,0,1,0,0,2,9,0,3,1,5,26,2,0,1,1,0,0,7,2,1,4,11,11,6,1,2,1,2,0,0,0,14,1,1,0,0,1,0,1,2,2,1,0,0,1,9,1,0,1,5,0,2,20,14,6,3,0,5,0,6,6,11,0,0,4,0,0,1,2,1,6,6,0,0,1,0,0,1,0,8,6,5,0,1,2,0,1,1,0,15,13,13,0,0,2,2,0,11,5,1,3,0,1,6,4,0,2,14,1,0,0,1,13,2,2,0,0,1,8
"E00165671",176,7,6,0,1,0,1,0,0,2,2,1,0,0,0,1,22,5,0,1,4,0,0,7,0,1,6,6,6,4,0,0,1,2,1,0,0,20,1,1,0,0,3,0,3,9,9,1,0,1,0,6,0,1,2,3,0,0,31,20,6,8,1,4,1,11,11,15,0,0,7,0,1,4,2,0,5,5,0,0,3,0,2,1,0,16,15,2,0,13,1,0,0,0,1,18,14,14,0,0,4,4,0,19,8,3,1,0,4,11,7,4,0,28,5,0,3,2,23,2,6,2,0,5,8
"E00165713",62,20,7,0,3,2,0,0,0,0,2,13,0,0,0,13,7,0,0,0,0,0,0,3,2,0,1,1,1,3,1,2,0,0,0,0,0,12,0,0,0,0,4,3,1,1,1,4,2,1,1,3,1,0,1,0,0,1,6,4,0,2,0,2,0,2,2,8,0,0,0,0,0,0,0,0,7,4,2,1,1,0,0,1,0,4,2,2,0,0,2,0,2,0,0,3,2,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"E00165714",60,6,3,0,1,0,0,0,0,0,2,3,0,1,0,2,9,2,1,1,0,0,0,2,1,0,1,5,5,0,0,0,0,0,0,0,0,7,3,1,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,1,0,0,13,13,4,3,3,2,1,0,0,5,0,0,2,1,0,0,1,0,3,1,2,0,0,0,0,0,0,7,5,1,0,4,2,1,0,1,0,6,5,2,1,2,1,1,0,3,1,0,0,0,1,2,2,0,0,4,1,0,1,0,3,1,1,0,0,0,1
"E00165715",185,14,8,0,0,0,2,1,0,0,5,6,0,2,0,4,22,5,0,2,3,0,0,3,1,0,2,8,8,6,0,3,0,2,0,0,1,20,2,1,0,1,0,0,0,1,1,2,0,2,0,15,0,3,5,6,0,1,31,25,11,6,2,4,2,6,6,19,1,1,4,0,2,1,1,0,11,9,1,1,3,0,0,1,2,17,10,5,0,5,7,2,3,1,1,22,20,15,2,3,2,2,0,19,8,2,0,2,4,11,9,0,2,21,3,0,1,2,18,1,3,3,0,1,10
"E00165716",116,4,2,0,0,1,1,0,0,0,0,2,0,0,0,2,10,2,0,0,2,0,0,3,0,0,3,2,2,3,0,3,0,0,0,0,0,16,3,2,0,1,1,0,1,2,2,4,0,0,4,6,0,0,1,2,0,3,14,13,6,1,1,5,0,1,1,13,0,0,2,0,0,2,0,0,6,4,2,0,5,0,0,5,0,14,12,3,0,9,2,0,0,1,1,11,10,8,2,0,1,1,0,5,1,0,0,0,1,4,4,0,0,29,2,0,2,0,27,4,7,1,0,8,7
"E00165717",82,9,5,0,0,1,1,0,0,1,2,4,0,0,0,4,27,4,0,2,1,0,1,5,3,1,1,13,13,5,1,1,1,0,0,1,1,6,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,2,3,0,0,19,17,5,3,2,6,1,2,2,4,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9,6,4,2,0,3,2,1,3,2,0,0,1,1,1,1,0,0,4,0,0,0,0,4,1,2,0,0,1,0
"E00165718",211,14,9,0,3,1,1,0,0,0,4,5,0,1,0,4,44,9,2,4,3,0,0,7,3,2,2,19,19,9,1,3,1,1,0,2,1,29,6,4,0,2,2,1,1,2,2,4,4,0,0,15,1,0,6,6,0,2,23,19,5,5,3,5,1,4,4,18,1,1,6,1,2,0,1,2,2,2,0,0,9,0,2,6,1,23,19,7,0,12,4,3,1,0,0,25,18,17,0,1,7,3,4,18,8,1,3,2,2,10,8,1,1,17,1,0,0,1,16,0,4,1,2,0,9
"E00165719",109,13,10,0,2,2,0,2,0,1,3,3,0,2,0,1,23,3,0,1,2,0,0,8,6,0,2,7,7,5,0,1,2,1,0,0,1,16,1,0,0,1,0,0,0,0,0,5,3,2,0,10,1,1,6,2,0,0,12,11,5,4,0,2,0,1,1,9,0,0,3,0,0,1,2,0,1,0,1,0,5,0,0,5,0,3,3,1,0,2,0,0,0,0,0,9,9,3,6,0,0,0,0,8,3,1,0,0,2,5,5,0,0,16,0,0,0,0,16,1,4,3,0,3,5
"E00165720",165,14,8,0,1,4,0,1,0,2,0,6,0,4,0,2,60,9,5,3,0,1,0,17,10,4,3,20,20,14,1,7,1,1,2,2,0,26,3,2,0,1,5,1,4,1,1,12,12,0,0,5,0,0,1,4,0,0,19,17,3,4,4,6,0,2,2,7,0,0,3,0,1,1,0,1,4,2,2,0,0,0,0,0,0,11,8,5,0,3,3,2,0,1,0,9,4,4,0,0,5,4,1,4,1,0,1,0,0,3,2,0,1,15,0,0,0,0,15,1,1,1,0,1,11
"E00165721",62,10,6,0,1,3,0,1,0,0,1,4,0,4,0,0,20,4,0,3,1,0,0,7,6,0,1,1,1,8,3,0,4,1,0,0,0,11,0,0,0,0,3,2,1,0,0,2,1,0,1,6,0,0,3,2,0,1,8,7,2,2,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,1,1,0,4,1,0,1,0,0,3,1,0,2,4,0,0,0,0,4,0,1,1,0,1,1
"E00165722",171,7,4,0,2,0,0,0,0,1,1,3,0,3,0,0,42,11,4,2,5,0,0,9,3,2,4,14,14,8,1,5,1,1,0,0,0,15,4,4,0,0,0,0,0,2,2,3,3,0,0,6,0,0,2,2,0,2,18,14,4,4,2,3,1,4,4,14,2,2,5,1,1,1,2,0,4,2,1,1,3,0,0,3,0,16,15,8,0,7,1,0,1,0,0,16,12,12,0,0,4,3,1,10,3,0,0,3,0,7,6,1,0,33,3,0,1,2,30,3,11,3,1,2,10
"E00165723",115,15,7,0,1,2,0,2,0,0,2,8,0,6,0,2,28,3,0,1,2,0,0,11,6,1,4,7,7,7,0,3,0,2,1,0,1,13,1,0,0,1,3,0,3,0,0,3,0,0,3,6,0,0,1,2,0,3,10,8,1,1,4,1,1,2,2,14,0,0,5,0,2,2,1,0,7,5,2,0,2,0,0,2,0,8,5,3,0,2,3,1,2,0,0,7,6,5,0,1,1,1,0,12,5,2,0,2,1,7,7,0,0,8,0,0,0,0,8,0,4,2,0,0,2
"E00165724",198,17,9,0,1,2,0,1,0,1,4,8,0,6,0,2,59,8,4,0,4,0,0,19,11,1,7,16,16,16,1,6,2,5,0,1,1,31,7,3,1,3,5,2,3,2,2,5,3,0,2,12,0,1,1,4,3,3,21,16,6,4,3,0,3,5,5,14,1,1,7,0,3,2,1,1,4,2,2,0,2,0,0,2,0,13,8,5,0,3,5,1,1,2,1,14,7,7,0,0,7,7,0,10,2,1,1,0,0,8,8,0,0,19,2,0,0,2,17,3,6,1,0,3,4
"E00165725",63,15,5,0,1,0,1,1,0,1,1,10,0,4,0,6,12,1,0,1,0,0,0,6,6,0,0,3,3,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,1,0,1,8,6,1,2,1,2,0,2,2,6,0,0,3,0,2,1,0,0,2,2,0,0,1,0,0,1,0,6,4,0,1,3,2,0,2,0,0,4,3,3,0,0,1,1,0,4,0,0,0,0,0,4,4,0,0,4,0,0,0,0,4,0,3,0,0,0,1
"E00165726",155,9,8,0,4,1,1,1,0,0,1,1,0,1,0,0,12,2,1,1,0,0,0,2,1,0,1,5,5,3,0,0,1,2,0,0,0,14,1,1,0,0,5,0,5,0,0,3,2,0,1,5,0,0,1,4,0,0,17,12,3,5,1,2,1,5,5,10,1,1,3,0,3,0,0,0,2,1,1,0,4,0,0,4,0,16,12,1,0,11,4,1,0,3,0,20,15,13,1,1,5,4,1,21,5,0,1,3,1,16,12,4,0,36,1,0,0,1,35,3,13,4,0,3,12
"E00165727",80,5,3,0,0,0,0,1,0,1,1,2,0,0,0,2,8,3,1,1,1,0,0,4,0,0,4,0,0,1,0,0,0,1,0,0,0,9,1,1,0,0,2,0,2,0,0,0,0,0,0,6,0,0,3,2,0,1,14,13,2,4,5,1,1,1,1,8,0,0,1,0,0,1,0,0,2,2,0,0,5,1,0,3,1,6,4,1,0,3,2,1,0,1,0,9,9,9,0,0,0,0,0,6,3,0,1,2,0,3,3,0,0,15,4,0,2,2,11,1,1,5,1,2,1
"E00165729",156,10,6,0,0,0,1,2,0,1,2,4,0,0,0,4,15,5,0,2,3,0,0,7,0,1,6,2,2,1,0,0,0,1,0,0,0,19,1,0,1,0,7,1,6,3,3,3,2,0,1,5,0,0,1,0,0,4,21,14,4,5,1,3,1,7,7,30,0,0,14,3,3,3,5,0,15,12,2,1,1,0,0,1,0,9,7,3,0,4,2,0,1,1,0,16,14,12,1,1,2,2,0,21,9,2,4,1,2,12,11,0,1,15,3,0,1,2,12,2,4,1,1,1,3
"E00165730",251,39,21,0,5,5,0,3,0,2,6,18,0,3,0,15,63,14,4,5,4,1,0,21,12,1,8,10,10,18,6,5,2,4,1,0,0,28,2,0,1,1,3,1,2,2,2,2,1,0,1,19,0,1,5,5,0,8,30,18,4,3,2,6,3,12,12,25,1,1,10,2,3,1,3,1,7,6,1,0,7,0,1,6,0,18,12,3,0,9,6,3,1,1,1,20,12,12,0,0,8,7,1,12,3,1,2,0,0,9,7,0,2,16,2,0,1,1,14,2,1,3,0,2,6
"E00165731",143,12,6,0,1,2,0,0,0,0,3,6,0,2,0,4,45,8,4,1,3,0,0,6,5,0,1,17,17,14,0,4,5,2,0,0,3,23,2,0,0,2,5,0,5,1,1,5,5,0,0,10,0,1,4,3,0,2,17,17,3,1,7,4,2,0,0,6,0,0,3,0,0,2,1,0,1,1,0,0,2,0,0,2,0,13,9,1,0,8,4,2,1,1,0,14,12,12,0,0,2,2,0,3,1,0,0,0,1,2,1,1,0,10,0,0,0,0,10,0,0,2,0,2,6
"E00165758",79,10,6,0,2,2,0,0,1,1,0,4,0,2,0,2,12,4,0,0,4,0,0,3,0,0,3,3,3,2,1,0,1,0,0,0,0,9,1,1,0,0,1,1,0,0,0,1,0,0,1,6,0,0,1,4,0,1,15,12,4,2,2,3,1,3,3,8,0,0,2,0,0,1,1,0,4,4,0,0,2,0,0,2,0,4,2,2,0,0,2,2,0,0,0,10,7,6,1,0,3,3,0,7,1,0,0,1,0,6,4,1,1,4,1,0,0,1,3,0,0,0,0,0,3
"E00165759",140,11,5,0,0,1,1,0,0,3,0,6,0,0,0,6,43,4,0,1,3,0,0,32,21,0,11,4,4,3,1,0,0,2,0,0,0,6,2,0,0,2,2,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,18,13,2,5,3,1,2,5,5,13,0,0,5,2,0,1,2,0,8,6,2,0,0,0,0,0,0,11,7,1,0,6,4,3,1,0,0,8,6,5,1,0,2,2,0,15,11,4,1,4,2,4,4,0,0,15,4,0,0,4,11,2,2,0,0,3,4
"E00165760",37,4,1,0,0,0,0,0,0,0,1,3,0,1,0,2,6,0,0,0,0,0,0,2,0,0,2,3,3,1,0,0,0,1,0,0,0,3,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,1,3,3,4,0,0,1,0,0,1,0,0,3,1,2,0,0,0,0,0,0,6,4,0,1,3,2,1,0,1,0,1,1,1,0,0,0,0,0,3,1,0,0,0,1,2,2,0,0,5,1,0,1,0,4,1,0,3,0,0,0
