"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00034278",335,2,5,3,1,1,3,3,5,4,3,3,4,7,2,10,6,6,3,7,6,6,8,5,9,3,4,12,7,7,3,7,3,4,5,5,7,3,5,6,2,4,4,3,4,7,5,6,7,8,8,5,7,3,9,5,4,2,8,1,3,7,3,2,3,1,0,2,0,1,0,1,1,1,1,3,1,0,1,0,0,2,0,0,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"E00034279",305,6,2,1,2,2,0,0,1,0,0,1,0,0,0,1,1,5,0,2,2,7,10,15,7,11,3,12,8,4,7,11,12,14,4,8,7,2,2,2,6,5,7,5,3,5,10,3,4,3,5,11,3,5,5,6,3,0,7,2,2,2,5,2,7,1,3,0,2,1,1,1,2,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034280",187,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,6,4,1,2,1,2,0,0,4,3,1,1,5,2,2,0,4,5,2,8,2,2,4,2,8,1,1,2,1,4,2,2,2,2,1,1,1,1,1,5,3,2,0,1,3,0,0,2,2,3,2,0,3,1,3,1,5,2,1,1,2,3,5,3,2,6,4,6,4,1,1,1,0,2,1,0,0,1,1
"E00034281",170,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,7,5,9,4,3,7,7,4,3,7,9,9,2,1,8,2,0,2,9,3,2,4,6,0,7,0,1,4,8,2,1,5,2,3,0,1,0,3,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034282",419,3,3,4,7,1,7,3,3,6,4,11,7,9,4,6,5,5,5,4,10,7,6,4,11,8,9,9,10,8,9,12,4,10,2,4,3,6,10,5,7,4,6,8,0,7,6,6,8,5,6,7,7,4,4,8,9,8,8,5,4,3,4,0,5,3,4,2,1,4,1,0,0,3,0,3,3,1,1,1,1,0,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00034283",387,4,4,6,3,9,7,3,1,2,3,4,5,3,7,2,6,6,7,3,8,6,7,8,6,3,4,5,14,5,5,6,8,8,7,4,7,4,2,5,13,4,5,5,6,5,7,7,8,5,10,6,6,3,6,2,4,5,3,8,1,4,4,3,5,8,2,2,3,4,1,0,1,4,2,0,4,1,2,0,1,0,0,1,1,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"E00034284",289,2,2,1,3,5,3,2,2,4,2,1,3,2,4,2,3,6,5,5,5,5,1,4,3,3,3,1,2,2,6,8,8,2,13,6,1,3,1,5,2,2,2,2,8,3,5,3,7,9,6,5,3,6,7,3,2,6,4,4,1,2,3,5,5,5,3,1,3,0,3,3,2,2,0,2,0,2,2,2,1,4,0,1,2,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00034285",313,3,3,3,2,5,2,3,1,5,3,3,5,6,2,5,5,2,3,6,2,3,3,5,4,8,3,10,3,3,4,3,3,2,5,4,4,3,4,3,5,4,6,5,4,0,5,5,4,4,4,5,8,5,3,1,4,5,3,3,5,4,2,3,2,6,3,4,2,1,3,5,3,1,5,3,3,2,0,3,3,1,2,3,1,2,4,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0
"E00034286",325,4,4,5,1,4,3,4,3,3,3,9,3,9,5,12,2,8,5,5,7,4,6,4,5,4,8,3,3,3,5,3,3,1,1,3,4,1,7,5,5,12,4,3,5,4,7,4,2,6,4,6,3,4,1,1,5,5,1,2,5,1,5,3,2,3,2,3,3,1,5,3,1,1,4,5,2,2,1,3,1,1,2,4,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"E00034287",279,3,5,1,5,3,7,7,2,4,7,4,1,6,5,9,5,4,6,6,5,5,6,4,5,2,2,6,5,2,4,5,1,1,3,3,2,6,3,4,3,4,4,3,7,6,4,3,4,2,4,3,3,2,3,3,2,4,5,4,2,2,0,4,1,2,3,2,2,1,0,0,1,0,1,3,2,1,2,1,1,0,3,0,0,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E00034288",304,6,4,3,5,1,3,1,3,3,3,2,3,3,5,8,2,3,1,9,4,6,7,5,4,9,3,9,8,3,4,6,3,3,4,2,2,3,2,2,7,4,2,5,8,7,8,4,2,3,4,5,3,3,4,8,5,4,4,2,3,8,3,2,1,3,3,1,2,3,0,1,3,1,6,2,1,2,0,1,1,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"E00034289",226,5,4,2,1,0,3,5,2,0,5,6,1,4,4,2,4,1,6,1,0,2,2,4,2,0,3,5,3,1,4,3,11,6,1,5,2,3,3,6,3,3,1,2,2,3,2,6,3,3,1,5,4,4,2,5,5,2,2,2,3,1,0,1,4,3,2,4,1,2,4,1,2,2,1,1,1,1,0,3,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034290",298,3,9,6,11,5,2,1,2,4,5,4,3,9,4,6,4,2,5,6,6,1,4,3,7,5,5,5,7,2,3,8,9,4,5,0,5,4,0,4,9,5,5,3,2,5,3,2,1,5,7,2,1,4,3,4,4,0,3,2,1,3,1,4,3,5,3,2,1,5,4,0,3,2,1,0,1,0,2,1,0,2,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"E00034291",221,3,3,3,5,3,1,2,3,2,1,6,4,1,9,3,4,5,3,1,1,2,0,2,7,6,1,1,3,6,5,9,3,4,6,1,7,3,1,6,4,1,0,1,5,4,4,5,2,2,3,1,2,2,2,3,3,1,3,2,1,2,2,1,2,5,2,1,1,2,2,2,0,1,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"E00034292",268,2,3,6,2,3,4,4,4,3,2,4,3,5,5,4,7,8,6,3,10,5,2,3,4,1,5,6,2,5,2,1,3,5,6,1,2,4,4,3,5,2,6,2,6,4,5,4,4,6,4,1,6,3,4,3,2,1,5,4,1,6,1,2,4,2,1,1,2,0,0,2,1,0,2,1,3,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E00034293",267,3,5,3,4,6,4,5,1,7,0,2,3,2,4,2,2,4,2,3,2,3,2,2,1,1,5,7,5,6,4,6,3,5,4,5,8,4,5,1,3,5,3,2,4,2,4,8,3,2,1,6,6,2,6,4,3,3,3,4,4,3,2,0,2,2,3,1,1,5,1,3,4,0,0,0,2,5,0,1,1,2,0,0,1,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"E00034294",567,13,11,15,12,10,13,7,7,12,5,9,7,3,6,7,14,8,6,3,5,4,4,5,9,12,14,15,10,12,12,14,20,13,11,12,6,15,9,8,10,9,2,7,13,11,7,9,6,6,7,11,3,7,4,0,6,6,5,2,2,4,5,5,0,5,3,2,2,2,3,1,1,1,2,4,1,1,0,1,2,4,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034295",228,5,2,5,5,4,2,3,2,2,6,3,3,2,3,3,6,1,1,6,3,2,5,4,4,5,3,3,8,3,6,1,3,3,0,7,3,1,0,0,1,4,3,6,7,7,2,4,3,4,0,6,5,8,0,5,4,3,1,2,2,0,1,2,0,2,1,0,0,4,0,1,0,1,0,3,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034296",321,5,3,6,5,3,3,8,6,10,1,3,6,5,0,11,3,2,4,2,3,2,3,5,4,9,10,2,9,7,8,4,6,5,4,7,4,4,8,5,3,1,2,3,7,4,2,6,2,7,3,1,4,5,2,3,3,3,1,1,1,3,4,3,4,3,3,3,4,1,0,0,4,2,1,2,4,4,1,1,2,3,3,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00034297",288,6,5,3,7,2,3,1,2,5,2,5,0,1,7,3,5,5,5,8,4,5,8,2,6,5,2,4,7,2,2,1,6,0,4,2,2,4,5,3,4,9,2,6,4,1,4,6,2,7,3,7,5,2,3,3,5,3,4,4,4,2,2,2,2,2,2,2,0,1,5,1,3,5,3,2,1,1,3,3,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"E00034298",323,3,7,2,3,2,2,4,3,3,3,1,3,4,6,4,5,6,4,3,3,5,3,2,7,1,5,5,7,5,5,1,5,3,8,4,9,2,5,2,5,4,4,9,4,3,4,2,2,2,4,10,6,2,8,6,3,5,10,1,3,5,4,7,1,4,2,0,4,1,4,4,1,2,1,0,2,0,6,4,1,3,5,1,2,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00034299",253,3,3,7,6,5,3,1,1,5,2,4,7,3,4,3,1,3,0,3,2,3,8,1,3,5,3,6,3,2,6,11,4,2,3,4,6,4,5,2,1,10,5,7,5,3,1,1,1,3,3,1,3,1,2,4,3,2,2,4,1,3,1,2,3,4,2,2,2,1,1,3,0,1,2,0,4,0,5,1,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00034300",244,1,2,1,3,0,1,3,2,4,4,3,3,3,6,5,7,7,4,4,4,2,2,2,0,4,8,3,3,0,1,2,0,4,1,2,3,1,4,3,3,2,3,2,5,7,4,3,4,4,4,2,2,4,4,4,2,2,4,1,1,4,3,2,0,4,2,3,2,0,4,6,2,3,3,2,5,1,2,3,2,1,1,1,1,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
"E00034301",266,4,9,2,0,4,4,5,1,3,4,2,1,0,4,2,7,1,4,4,1,2,2,2,4,4,4,7,4,6,7,10,2,4,9,10,7,4,8,2,4,4,1,5,6,3,1,2,2,3,7,6,3,4,4,3,5,3,1,4,4,0,2,0,4,1,1,0,2,1,0,0,3,3,1,1,3,0,0,2,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"E00034302",289,3,4,1,1,6,3,4,2,6,8,3,3,3,1,8,9,6,6,7,2,4,3,5,6,7,3,5,5,1,5,1,4,1,4,8,8,2,6,5,7,6,5,7,4,3,5,7,3,4,2,5,9,5,5,1,2,0,3,3,2,2,2,1,2,5,1,0,0,0,0,2,1,0,2,1,1,1,0,0,1,0,2,2,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
"E00034303",259,1,3,1,1,2,0,5,2,2,4,1,3,3,3,2,6,2,6,2,0,2,3,1,4,1,6,4,2,6,0,0,4,2,2,5,2,4,4,2,3,2,7,9,6,1,5,9,4,0,2,4,4,4,1,4,5,3,2,3,4,3,3,6,5,4,7,4,0,3,3,3,2,2,1,2,5,4,1,2,2,2,1,2,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1
"E00034304",259,5,3,0,2,1,1,1,3,7,3,3,8,8,0,2,4,4,3,5,2,7,9,3,3,6,8,4,7,7,2,1,3,11,1,1,5,4,6,2,3,0,3,2,1,6,3,4,8,3,2,4,2,2,2,0,3,5,1,1,0,5,5,4,4,3,1,1,1,1,1,3,4,1,0,2,4,0,1,1,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034305",285,0,3,0,3,3,3,3,0,1,0,5,4,4,1,2,0,5,5,10,2,4,5,0,5,5,6,4,3,0,1,6,9,5,4,1,2,4,0,5,2,2,3,2,7,6,2,3,6,4,5,6,3,2,9,6,5,5,4,5,2,3,4,1,3,2,2,4,2,0,3,3,1,6,2,5,3,4,2,4,0,4,5,2,1,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1
"E00034306",315,8,4,3,3,5,1,3,5,5,3,6,6,6,3,7,6,2,7,7,6,6,9,4,7,11,7,11,8,3,4,6,3,11,3,7,6,3,3,3,0,5,0,1,5,3,4,5,2,5,7,2,0,0,3,3,3,4,0,4,2,4,1,1,3,6,2,1,1,2,0,1,4,2,3,0,0,1,1,2,2,2,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00034307",244,1,3,2,3,5,1,1,4,0,1,3,1,4,1,3,7,3,8,3,3,1,1,4,5,2,4,5,7,3,3,9,5,1,4,2,4,5,5,11,5,5,0,3,2,2,8,8,6,1,2,4,9,4,5,1,2,1,3,0,2,3,3,3,6,4,4,0,1,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034308",353,5,6,1,3,6,4,2,5,3,6,3,6,2,4,3,10,5,9,4,8,2,7,5,5,4,6,6,7,4,10,9,4,5,3,3,7,4,4,3,10,7,7,4,5,7,3,4,10,6,4,4,2,5,5,7,4,3,4,3,1,4,3,4,7,2,2,0,1,0,1,4,1,0,2,3,2,2,0,1,3,2,5,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00034309",292,4,2,6,3,4,3,1,5,5,1,1,7,7,3,1,5,5,7,0,6,7,11,6,4,5,3,5,3,4,7,7,9,3,6,1,0,3,0,7,4,4,3,1,2,3,5,4,3,3,4,3,3,2,2,2,2,3,2,1,3,1,4,5,2,3,3,1,7,3,0,2,3,2,2,2,1,2,2,4,2,2,0,1,0,2,1,3,0,1,2,1,1,0,1,0,0,0,0,0,0,0
"E00034310",337,9,4,7,2,3,4,3,6,6,2,5,4,5,7,5,3,5,8,7,2,3,1,8,2,7,8,7,3,4,9,5,8,9,6,5,4,4,4,7,7,2,5,2,5,4,3,10,5,10,1,10,5,3,2,5,2,3,5,6,5,3,2,4,3,4,2,0,2,2,1,0,1,1,1,0,1,3,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034311",298,3,5,6,5,8,1,2,2,3,0,0,1,3,3,3,4,3,3,7,5,19,7,11,5,13,3,1,7,9,10,12,16,2,7,5,2,2,5,3,5,4,3,7,3,4,3,4,0,3,0,2,4,5,2,0,3,3,2,6,0,3,0,0,2,0,2,1,0,1,1,2,1,1,0,0,2,3,3,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"E00034312",302,9,4,2,2,8,2,3,2,4,1,4,5,3,1,3,5,3,3,2,4,5,3,6,5,8,10,11,12,7,4,8,4,2,10,8,1,3,6,5,6,5,3,3,3,2,0,3,4,2,5,5,6,4,3,6,5,1,2,5,3,1,2,1,3,0,5,2,3,1,1,2,1,2,0,0,1,1,3,1,1,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00034313",332,8,10,8,3,5,5,9,4,8,6,2,1,3,3,4,5,6,3,2,6,4,8,5,2,4,5,6,12,12,5,9,4,10,4,5,2,3,0,9,9,8,5,7,7,4,5,0,4,1,5,5,2,1,1,3,1,4,2,7,1,4,4,1,3,2,0,1,1,5,1,0,2,2,1,3,0,1,1,1,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"E00034314",259,4,7,2,6,3,4,1,4,1,0,3,4,4,2,7,5,4,1,2,3,3,2,2,7,4,5,7,7,8,4,6,7,6,1,4,4,5,3,2,2,2,3,2,7,2,1,5,6,6,2,4,2,4,3,1,4,5,3,2,0,1,2,1,5,3,2,1,1,1,0,1,3,0,3,1,1,0,3,0,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034315",228,0,0,1,0,2,0,0,0,1,0,2,1,0,0,2,1,3,0,1,1,0,0,0,0,2,0,2,1,0,2,2,5,3,1,0,5,0,0,4,2,0,0,4,3,4,2,4,1,3,2,3,4,1,1,0,2,3,2,2,1,4,0,2,6,12,6,3,8,6,2,5,5,5,5,4,3,4,5,3,2,7,7,3,5,5,1,2,1,5,3,2,4,0,0,2,4,0,1,0,0,0
"E00034316",273,2,1,1,3,3,5,3,2,3,1,5,3,3,4,3,3,3,2,9,4,5,5,4,6,3,8,0,4,3,1,7,5,4,3,0,2,1,0,2,2,6,7,6,2,3,7,6,4,2,9,3,2,3,4,1,6,1,2,5,1,4,5,6,5,4,1,2,5,2,4,2,1,2,3,2,4,3,1,3,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034317",391,5,5,2,8,9,5,6,6,11,6,16,5,7,5,5,4,7,2,4,7,4,7,2,0,2,3,7,6,5,7,9,7,10,6,8,4,9,3,7,5,8,2,9,2,5,3,7,3,2,4,1,8,6,3,3,3,8,3,7,2,1,5,3,4,8,0,1,6,2,3,7,2,2,2,0,0,2,1,4,2,2,1,1,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"E00034318",285,0,5,2,4,3,6,1,5,3,10,4,8,5,1,4,7,5,6,6,5,3,5,5,3,6,2,4,3,1,2,2,2,2,0,3,1,6,3,1,6,5,3,4,3,7,7,3,5,4,4,6,6,1,0,3,1,6,2,1,3,3,3,1,4,3,1,6,1,5,4,3,1,4,1,1,2,3,5,0,1,1,0,2,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00034319",310,1,9,4,4,3,2,5,4,6,3,8,3,2,5,1,3,4,5,2,6,2,3,1,4,3,1,2,0,5,4,3,5,4,8,10,2,4,1,4,5,3,5,7,7,2,2,4,6,5,2,3,0,2,6,3,6,3,6,0,2,2,3,4,3,3,3,8,2,2,1,5,4,5,5,1,7,4,2,2,4,2,2,3,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"E00034320",180,4,0,0,2,2,5,1,0,0,1,6,2,2,1,4,1,2,1,3,0,3,1,5,1,3,2,1,4,3,2,2,4,2,2,0,0,3,0,2,1,1,0,3,4,7,2,2,3,2,3,3,2,2,2,4,1,0,1,7,1,2,1,6,2,2,1,5,2,2,2,3,0,0,3,1,3,2,0,3,2,2,1,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"E00034321",109,4,4,1,1,3,1,0,3,2,2,2,0,0,2,1,2,3,0,1,2,2,0,3,3,2,1,2,1,1,2,0,1,5,1,0,2,1,0,0,2,2,1,4,2,1,4,1,3,0,0,2,0,1,0,1,0,0,0,1,2,1,2,1,1,1,1,0,1,0,1,0,0,0,0,2,0,1,2,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"E00034322",288,5,0,1,1,2,6,3,1,4,3,4,1,7,4,3,3,7,5,7,4,3,5,5,7,3,1,5,2,2,2,4,1,6,5,0,3,1,2,4,4,5,3,4,1,5,3,5,7,3,3,9,6,1,4,5,5,6,5,2,1,2,6,3,2,0,2,2,1,5,1,4,3,4,2,1,2,2,2,0,2,3,1,1,7,1,0,0,2,2,1,2,3,0,0,0,0,0,0,0,0,0
"E00034323",298,6,1,6,5,0,3,2,0,4,3,2,3,3,6,5,4,8,5,6,4,2,8,3,2,4,5,4,2,7,0,2,2,3,2,1,3,7,9,5,4,0,3,4,4,6,5,8,5,8,7,5,6,2,1,2,2,4,4,0,2,2,5,0,5,4,1,5,3,5,5,4,7,6,5,2,1,4,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034324",296,0,4,4,4,4,4,1,3,1,3,6,5,2,6,7,5,10,9,3,3,3,5,2,2,6,3,2,2,0,1,3,1,4,2,3,0,0,1,4,6,2,5,7,5,2,6,6,4,4,4,4,4,1,5,3,3,2,3,6,2,9,7,3,6,6,4,4,4,3,3,4,2,4,4,1,3,3,0,2,0,0,2,1,0,0,1,1,1,0,1,2,0,1,1,0,1,0,0,0,0,0
"E00034325",275,5,7,1,4,3,3,4,2,1,8,1,4,3,3,0,8,1,5,3,4,1,0,5,5,4,3,1,3,0,2,5,1,5,4,6,5,4,1,2,3,3,3,5,1,4,3,2,3,7,4,1,5,6,5,5,3,1,7,1,5,5,4,5,5,2,1,2,3,2,2,4,2,1,2,1,3,2,4,2,0,5,3,1,3,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00034326",256,0,0,2,2,2,1,2,1,1,3,1,3,2,1,1,0,4,2,2,3,2,5,6,2,1,1,3,1,2,1,3,3,1,0,3,0,4,0,2,2,4,5,3,2,1,6,4,4,2,4,3,7,2,4,4,8,12,3,4,7,2,6,8,8,7,9,3,4,7,1,4,3,2,2,1,2,1,5,2,3,2,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034327",272,1,2,3,2,2,1,0,7,1,5,5,1,2,6,4,4,5,2,5,4,0,6,6,7,5,2,5,0,1,2,0,2,0,2,0,1,5,1,3,5,6,5,2,1,5,2,5,7,6,4,12,9,9,3,4,6,4,4,5,6,7,3,6,3,4,1,1,3,2,1,3,1,2,0,3,3,1,1,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"E00034328",336,3,3,1,1,3,2,0,4,4,3,2,6,7,9,10,11,5,7,5,6,7,3,5,2,4,2,3,2,2,2,2,6,4,3,0,1,3,3,5,4,11,4,4,8,9,7,10,9,14,9,6,7,4,3,2,8,5,7,4,1,5,1,1,5,0,3,3,0,2,1,1,0,2,6,1,2,1,1,1,1,1,1,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00034329",244,1,0,1,1,2,2,0,1,2,0,2,0,2,4,5,3,3,4,5,2,5,1,1,2,1,1,3,3,2,5,1,2,4,3,0,2,1,0,5,2,1,8,4,2,5,2,5,2,5,3,5,3,2,5,4,5,4,4,5,3,4,6,3,3,7,3,5,6,7,3,2,2,1,3,3,5,2,3,3,3,0,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034330",231,2,3,1,1,3,1,4,1,2,4,1,4,5,1,1,3,4,1,6,3,2,3,5,1,3,0,1,2,1,0,2,5,1,2,0,3,8,3,3,1,4,3,1,7,1,2,4,4,3,2,1,5,0,1,1,1,2,1,2,0,1,3,7,10,10,5,2,5,3,3,5,1,5,3,1,0,2,4,2,3,1,3,2,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00034331",271,4,4,3,7,4,3,1,3,3,3,1,1,6,2,1,5,2,2,6,6,5,2,6,4,2,1,2,4,2,0,7,2,5,4,2,2,2,6,7,0,4,5,2,3,2,0,4,2,2,3,1,4,8,2,5,0,1,3,1,7,6,3,4,4,3,4,3,3,3,5,6,3,4,4,7,1,4,3,4,1,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00034332",324,7,2,12,6,3,3,5,5,2,2,6,4,1,7,1,4,3,3,2,2,5,5,5,4,5,8,2,5,3,5,1,4,8,3,5,7,2,3,5,3,6,7,6,5,5,4,3,8,2,9,3,0,3,4,4,5,3,5,9,8,4,4,1,2,3,5,2,2,4,1,1,1,6,2,3,2,3,1,2,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00034333",300,6,0,2,8,1,3,6,1,5,2,2,2,2,3,3,0,5,5,4,3,8,4,1,4,1,0,2,5,6,6,4,5,3,3,2,3,0,1,3,4,5,6,0,7,4,5,11,7,10,7,1,6,3,4,2,6,2,4,3,0,2,0,0,5,2,4,8,2,1,4,6,4,4,4,3,8,5,2,1,3,2,3,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00034334",207,0,0,0,3,1,0,4,1,2,0,2,1,2,1,3,5,3,1,5,1,2,3,0,0,1,1,3,0,0,3,1,5,4,3,0,1,3,0,3,2,0,1,3,1,5,1,1,3,1,2,0,0,0,2,1,3,2,4,5,4,1,2,2,6,5,2,3,1,7,4,4,2,4,2,6,3,6,6,1,4,1,6,4,2,3,2,1,2,3,0,1,1,0,0,0,0,0,1,0,0,0
"E00034335",254,7,3,3,7,3,3,5,2,7,2,2,4,3,8,3,6,2,4,3,5,5,3,2,5,4,4,6,1,4,6,1,7,4,4,1,1,2,3,3,6,3,5,0,4,2,1,4,3,1,8,2,2,4,3,4,2,3,5,1,3,3,1,1,1,2,0,0,0,1,0,2,0,4,4,1,3,2,2,2,3,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"E00034336",228,2,3,1,1,4,1,3,2,2,0,2,3,2,1,1,2,5,3,3,3,1,6,2,5,1,4,5,5,2,2,2,2,2,1,3,1,0,1,1,1,3,3,5,1,2,4,3,2,4,4,2,4,7,4,6,3,5,3,4,0,5,4,4,3,1,5,5,3,2,4,2,4,3,1,1,3,0,1,0,1,5,1,0,1,1,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0
"E00034337",350,5,1,4,4,3,6,4,5,2,8,3,3,2,3,3,2,2,5,3,5,7,0,4,5,5,5,8,5,3,3,3,11,7,6,6,8,5,7,3,8,7,2,7,6,5,4,7,4,7,2,1,4,5,4,5,6,4,3,2,6,1,4,4,9,9,2,2,2,4,4,4,5,5,3,2,2,1,0,1,2,3,3,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"E00034338",273,3,4,1,1,3,4,2,5,2,2,3,5,3,1,8,5,2,5,4,3,8,3,6,6,3,3,1,2,4,1,3,2,4,2,2,1,3,9,5,5,6,10,2,2,3,5,3,4,11,4,3,2,6,8,1,5,3,0,3,1,0,5,3,2,3,3,1,5,2,2,3,4,3,2,2,3,0,1,0,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"E00034339",302,2,4,0,4,3,5,5,2,3,3,3,4,2,6,1,5,7,2,5,6,2,3,2,4,6,1,5,2,1,4,1,3,1,6,1,2,6,1,5,3,2,2,3,4,4,6,10,5,1,7,3,6,6,5,5,6,3,4,7,4,4,5,2,5,8,2,4,2,4,4,5,3,1,2,3,3,2,0,5,3,3,1,1,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
