"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00033716",72,0,0,6,2,0,0,3,0,1,0,0,1,4,12,13,5,0,3,0,1,6,3,4,12,2,0,0
"E00033717",113,0,0,10,5,0,0,0,0,2,3,0,0,6,13,10,6,6,4,0,2,12,5,11,25,3,0,0
"E00033718",199,0,0,21,7,0,0,4,2,5,3,1,2,23,30,11,9,5,11,2,4,7,13,22,26,12,0,0
"E00033719",203,0,1,12,5,0,0,0,1,1,5,1,1,22,30,17,9,4,13,3,8,13,16,10,38,5,0,0
"E00033720",166,0,0,15,4,2,0,0,2,2,5,0,2,18,23,16,5,2,4,1,5,16,13,20,17,9,0,0
"E00033721",178,0,0,18,1,0,0,0,0,10,7,0,2,12,29,9,5,6,14,1,7,5,24,14,23,9,0,0
"E00033722",103,0,0,3,0,0,0,0,0,2,1,0,0,13,15,11,4,4,3,1,2,3,9,9,22,4,0,0
"E00033723",187,0,0,13,2,0,0,3,2,4,2,0,1,24,13,7,12,6,13,5,9,6,22,15,34,7,0,0
"E00033724",122,0,0,5,1,0,0,0,0,1,3,1,1,11,22,7,9,1,5,1,5,8,8,5,25,8,0,0
"E00033725",168,0,0,9,0,0,1,0,1,4,3,0,0,11,15,3,15,2,1,2,4,8,6,9,75,8,0,0
"E00033726",127,1,0,6,2,0,0,1,1,0,2,0,1,11,13,11,4,0,10,1,5,6,18,8,19,13,0,0
"E00033727",107,0,0,8,3,0,0,0,1,1,3,0,3,8,19,4,3,1,0,1,5,5,6,14,26,4,0,0
"E00033728",271,0,0,18,1,1,0,1,3,8,4,1,0,28,37,22,14,7,13,3,5,18,27,20,42,16,0,0
"E00033729",109,0,0,6,1,1,0,0,3,0,1,0,2,7,14,9,6,3,7,0,5,8,8,9,16,9,0,0
"E00033730",138,0,0,3,1,0,0,2,0,0,0,1,2,14,24,8,8,0,5,3,8,9,9,8,30,5,0,1
"E00033731",84,0,0,9,1,0,1,3,2,1,1,0,2,8,10,6,2,1,1,0,3,2,8,12,14,6,0,0
"E00033732",116,0,0,7,0,1,0,3,0,1,2,1,2,16,17,13,4,1,3,1,3,4,7,3,27,7,0,0
"E00033733",108,0,0,12,2,0,0,0,1,3,6,0,1,7,12,6,4,0,2,2,3,9,17,8,19,6,0,0
"E00033734",102,0,0,8,3,0,0,1,2,1,1,1,0,9,20,5,3,3,9,0,2,2,10,7,16,7,0,0
"E00033735",13,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,1,4,1,0,0
"E00033736",119,0,0,6,2,0,0,1,1,2,0,2,1,10,20,11,10,2,4,3,3,6,6,2,24,9,0,0
"E00033737",183,0,0,17,7,0,1,3,3,2,1,1,0,12,31,12,15,11,8,2,6,11,12,15,23,7,0,0
"E00033738",48,0,0,5,3,0,0,1,0,1,0,1,1,3,10,2,0,1,0,1,0,9,1,2,9,3,0,0
"E00033739",104,0,0,6,1,0,0,1,0,2,2,0,2,5,22,5,5,2,2,1,4,9,2,6,27,6,0,0
"E00033740",146,1,0,12,6,0,1,0,2,0,3,0,1,9,28,3,6,1,5,0,5,9,15,15,28,8,0,0
"E00033741",132,0,0,10,2,0,0,1,2,0,5,0,1,7,28,4,8,1,6,4,8,7,14,11,17,6,0,0
"E00033742",140,0,0,19,9,1,0,2,0,2,5,0,0,4,26,7,5,0,3,4,2,7,14,8,30,11,0,0
"E00033743",121,0,0,8,3,0,0,0,2,0,3,2,0,8,14,7,6,1,8,0,2,5,10,13,30,7,0,0
"E00033744",142,1,0,9,1,0,0,3,1,2,2,0,1,10,14,15,7,1,2,0,2,12,5,5,51,7,0,0
"E00033745",49,0,0,7,0,0,0,1,1,4,1,0,0,6,9,4,0,1,1,2,2,1,0,5,10,1,0,0
"E00033746",90,0,0,11,2,0,0,2,1,6,0,1,0,11,16,9,3,2,5,0,1,4,3,6,13,5,0,0
"E00033747",136,0,0,13,4,1,0,1,2,4,1,0,0,13,33,6,11,2,3,0,2,7,9,15,18,4,0,0
"E00033748",112,0,0,5,2,0,0,1,0,1,1,0,0,10,9,17,5,0,2,0,3,13,11,9,25,3,0,0
"E00033749",130,0,1,8,1,1,0,2,1,1,2,0,1,6,20,9,6,1,4,5,6,9,9,13,27,5,0,0
"E00033750",200,0,0,14,1,1,0,1,2,5,4,0,0,15,23,14,15,8,6,2,12,10,24,17,31,9,0,0
"E00033752",177,0,0,20,5,0,2,1,4,6,2,1,1,9,27,18,11,1,5,7,4,12,10,15,33,3,0,0
"E00033753",138,1,0,8,0,1,0,2,2,1,2,2,0,11,20,10,7,4,9,1,12,5,14,12,18,4,0,0
"E00033754",155,0,0,13,1,1,0,0,2,3,6,2,1,10,26,8,4,6,10,4,9,5,16,16,21,4,0,0
"E00033755",173,0,0,10,3,0,0,1,2,3,1,0,1,14,34,11,15,3,9,2,6,4,18,13,24,9,0,0
"E00033756",176,0,0,11,2,0,0,1,2,2,4,0,1,16,28,13,10,3,9,4,11,9,8,15,26,12,0,0
"E00033758",108,0,0,15,4,0,2,0,3,4,2,1,0,8,14,10,3,1,3,0,2,8,12,5,22,4,0,0
"E00033759",55,0,0,4,0,1,0,0,0,2,1,2,1,6,9,5,1,0,4,1,2,2,5,3,7,3,0,0
"E00033762",156,1,0,12,2,0,0,1,3,4,2,1,6,14,22,9,7,1,5,1,8,4,16,12,35,2,0,0
"E00033763",185,0,0,10,0,1,0,2,1,4,2,0,2,18,31,11,6,4,5,4,15,7,16,12,35,9,0,0
"E00033764",221,0,1,13,1,0,0,1,3,4,4,1,0,18,39,18,10,6,9,0,12,6,16,22,36,13,1,0
"E00033765",144,1,0,14,5,0,0,1,1,2,5,0,0,17,22,7,5,3,8,2,8,9,17,10,19,2,0,0
"E00033766",210,0,0,16,3,0,0,5,1,3,4,2,1,17,30,12,18,4,6,1,5,3,29,15,39,12,0,0
"E00033767",152,0,0,10,5,0,1,0,1,1,2,0,1,17,18,7,5,4,7,4,9,5,20,15,24,6,0,0
"E00033768",155,0,0,7,2,0,1,0,2,1,1,1,0,9,29,6,6,6,14,1,5,9,12,15,30,5,0,0
"E00033769",55,0,0,2,1,0,0,0,0,1,0,0,0,4,12,3,4,0,1,0,3,6,4,3,12,1,0,0
"E00033770",244,0,0,22,7,0,0,2,4,2,7,2,0,21,27,16,12,10,9,5,8,16,13,22,51,10,0,0
"E00033771",204,0,0,7,0,0,0,3,1,3,0,0,1,16,24,12,6,6,19,3,14,7,25,18,38,7,1,0
"E00033773",130,0,0,10,2,0,0,1,1,2,4,2,1,14,14,9,4,2,5,5,4,7,6,19,23,5,0,0
"E00033774",159,0,1,11,3,2,0,0,1,2,3,0,0,20,19,11,3,5,5,2,9,9,15,15,28,6,0,0
"E00033775",165,0,0,8,2,0,0,1,1,4,0,0,0,13,23,14,9,3,10,3,8,12,12,11,31,8,0,0
"E00033776",90,0,0,9,3,0,0,0,0,2,4,0,0,7,10,6,3,0,4,0,6,6,5,5,24,5,0,0
"E00033777",130,0,0,9,0,0,0,0,2,4,3,0,2,9,14,11,3,2,16,0,6,3,14,12,23,6,0,0
"E00033778",193,0,0,13,4,0,0,2,1,2,4,2,1,16,26,19,8,4,14,1,5,8,18,13,37,8,0,0
"E00033779",91,0,0,10,4,0,0,1,2,0,3,0,0,6,20,6,10,1,2,2,0,8,1,4,19,2,0,0
"E00033780",131,1,0,10,2,1,0,2,1,2,2,1,3,15,12,9,8,4,7,4,2,5,9,10,23,8,0,0
"E00033781",140,2,0,16,5,0,1,0,2,4,4,1,3,11,22,7,7,2,6,1,2,14,14,4,22,6,0,0
"E00033782",145,0,0,13,1,1,0,1,0,6,4,0,0,15,23,11,4,4,5,4,5,4,12,17,23,5,0,0
"E00033783",149,0,0,12,5,0,1,1,0,2,3,0,1,16,26,7,8,5,6,2,6,9,7,17,24,3,0,0
"E00033784",184,0,0,9,3,0,0,1,1,3,1,0,2,11,32,16,7,6,9,7,8,9,11,13,39,5,0,0
"E00033785",156,0,1,13,4,0,2,0,4,2,1,1,1,13,16,12,12,3,9,3,7,9,12,15,21,8,0,0
"E00033786",255,0,1,29,3,0,1,3,5,10,7,1,2,25,29,10,18,6,9,4,6,6,25,21,51,11,1,0
"E00033787",198,0,0,18,1,0,1,2,3,7,4,1,1,14,21,19,14,5,13,1,7,2,17,23,32,10,0,0
"E00033788",170,0,0,11,0,0,0,1,3,3,4,2,1,17,26,12,3,12,5,2,9,4,14,14,35,3,0,0
"E00033789",160,1,0,6,0,0,0,0,1,4,1,0,0,18,18,9,7,5,3,4,3,3,21,26,27,9,0,0
"E00033790",160,0,1,17,3,0,0,2,2,6,4,0,4,10,23,10,5,5,5,4,11,5,18,18,17,7,0,0
"E00033791",113,1,0,10,5,0,0,0,0,3,2,0,1,10,11,10,5,4,3,1,3,10,5,10,23,5,1,0
"E00033792",117,0,0,7,1,1,0,0,1,2,2,0,1,15,19,5,8,1,11,3,6,4,9,7,11,10,0,0
"E00033793",104,0,0,7,0,0,1,0,0,1,5,1,0,6,25,9,5,4,0,0,1,10,9,6,17,4,0,0
"E00033794",85,0,0,10,1,0,0,0,2,3,4,0,2,6,9,8,6,2,3,2,1,6,7,6,11,6,0,0
"E00033795",131,0,0,13,1,0,0,2,2,3,5,0,0,9,19,7,6,1,4,3,5,9,14,16,17,8,0,0
"E00033796",85,0,0,10,2,0,0,0,0,6,2,0,1,8,12,3,8,3,0,1,2,10,5,2,12,8,0,0
"E00033797",88,0,0,8,1,0,0,0,1,2,4,0,2,8,13,6,11,0,2,1,1,3,3,7,17,6,0,0
"E00033798",190,0,2,12,0,1,0,2,0,3,6,0,1,15,22,9,16,5,7,4,9,9,16,26,28,9,0,0
"E00033799",103,0,0,12,2,1,2,0,0,2,5,0,2,5,23,9,11,3,4,4,1,4,4,7,8,6,0,0
"E00033800",109,0,0,10,4,0,0,0,1,4,1,0,0,11,16,5,5,2,3,2,5,5,12,5,22,6,0,0
"E00033801",76,0,0,4,0,0,0,0,0,1,3,0,1,6,13,9,2,0,5,1,1,0,3,9,17,5,0,0
"E00033802",68,0,1,3,1,0,0,0,1,1,0,4,0,5,7,6,2,3,4,1,2,5,4,6,11,4,0,0
"E00033803",111,0,0,10,6,0,0,0,0,3,1,0,2,8,18,9,2,4,5,0,2,6,9,7,24,5,0,0
"E00033804",86,0,0,8,0,1,0,0,4,3,0,0,1,6,14,3,5,2,2,0,0,10,4,9,17,5,0,0
"E00033805",50,0,0,5,2,0,0,1,0,1,1,0,0,6,4,6,5,0,2,0,2,4,2,5,8,1,0,0
"E00033806",109,0,0,4,1,0,0,0,1,0,2,0,0,2,12,5,8,3,2,4,7,2,3,20,23,14,0,0
"E00033807",159,0,0,8,0,3,0,0,0,3,2,0,2,12,16,15,11,5,6,2,5,5,15,23,27,7,0,0
"E00033808",45,0,0,1,0,0,0,0,0,1,0,0,1,1,8,2,1,1,0,2,1,6,4,4,13,0,0,0
"E00033810",74,0,0,1,0,1,0,0,0,0,0,0,0,1,12,6,15,0,2,5,5,3,1,9,11,3,0,0
"E00033811",109,0,0,1,1,0,0,0,0,0,0,0,0,3,22,5,16,0,3,4,4,4,7,15,19,6,0,0
"E00033812",100,0,0,0,0,0,0,0,0,0,0,0,1,3,9,5,23,4,0,1,7,9,4,7,24,3,0,0
"E00033813",143,0,0,3,3,0,0,0,0,0,0,2,0,3,20,8,28,6,4,1,3,15,15,11,19,5,0,0
"E00033814",78,0,0,2,2,0,0,0,0,0,0,0,0,1,12,6,11,1,1,1,3,11,4,10,11,4,0,0
"E00033815",103,0,0,8,3,0,0,1,1,1,2,0,0,6,15,9,16,3,1,0,7,7,3,6,17,5,0,0
"E00033816",104,0,0,5,0,0,0,2,1,1,1,0,0,3,14,5,19,1,1,1,6,5,2,11,22,9,0,0
"E00033818",48,0,0,2,1,0,0,0,0,0,1,0,0,1,6,0,4,1,1,4,2,5,4,4,9,5,0,0
"E00033819",91,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,19,1,1,4,3,7,6,9,26,3,0,0
"E00033820",78,0,0,4,1,1,0,0,1,1,0,0,0,1,20,4,9,2,0,0,3,8,2,9,14,1,1,0
"E00033821",54,0,0,1,0,1,0,0,0,0,0,0,0,0,15,2,12,2,0,1,1,3,1,5,6,5,0,0
"E00033822",105,0,0,7,3,1,0,0,1,0,2,0,1,5,13,3,5,2,3,2,6,8,8,5,32,5,0,0
"E00033823",40,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,1,2,2,7,13,1,0,0
"E00033824",121,0,0,4,1,0,0,1,0,2,0,0,0,5,26,3,21,2,0,0,4,8,9,6,23,10,0,0
"E00033825",93,0,0,4,1,0,1,0,0,1,1,0,0,3,10,4,18,2,1,1,4,12,6,9,16,3,0,0
"E00033826",189,0,0,5,2,0,0,2,0,0,1,0,1,3,22,7,24,15,5,3,12,3,6,43,27,13,0,0
"E00033827",121,0,0,7,2,0,0,0,4,1,0,0,0,2,18,1,20,5,0,2,8,3,5,22,22,6,0,0
"E00033828",103,0,0,5,0,1,0,1,0,1,2,0,1,2,16,4,19,4,1,1,5,19,5,9,10,2,0,0
"E00033829",110,0,0,6,2,0,0,0,0,2,2,0,0,3,12,1,17,4,2,5,6,4,5,21,16,8,0,0
"E00033832",137,0,0,7,3,1,1,0,2,0,0,0,0,4,19,4,11,7,2,5,14,6,6,13,25,14,0,0
"E00033833",154,1,0,5,3,1,0,0,0,1,0,1,0,2,31,4,22,5,0,1,8,7,6,21,21,18,1,0
"E00033836",62,0,0,3,0,0,1,0,0,1,1,0,0,3,1,2,0,6,0,4,2,2,2,19,8,10,0,0
"E00033837",107,0,0,3,0,1,0,0,0,1,1,0,0,7,19,6,6,2,2,2,1,10,8,19,15,6,1,0
"E00033838",74,0,0,6,0,0,0,0,4,1,1,1,0,6,12,3,9,2,3,0,2,10,1,11,7,1,0,0
"E00033839",173,0,0,10,0,1,0,0,1,2,6,2,1,12,27,13,9,1,3,7,10,10,12,15,35,5,1,0
"E00033840",131,0,0,8,1,1,0,0,2,2,2,0,0,8,11,0,11,2,1,2,3,4,8,43,23,7,0,0
"E00033841",87,0,0,2,0,0,0,0,0,2,0,0,0,6,16,5,11,1,3,3,3,3,6,11,13,4,0,0
"E00033842",110,0,0,3,0,0,0,0,0,0,3,0,0,2,15,6,22,7,5,5,0,5,1,18,16,5,0,0
"E00033843",71,0,0,2,0,0,0,0,0,0,2,1,1,2,13,4,5,0,0,3,0,2,4,7,22,5,0,0
"E00033844",58,0,0,1,0,0,0,1,0,0,0,0,0,0,6,4,9,1,0,4,4,5,3,11,6,3,1,0
"E00033845",104,0,0,5,1,0,0,2,1,0,1,0,0,4,14,2,9,12,2,8,12,8,4,6,8,10,0,0
"E00033846",158,0,0,3,0,0,0,2,0,0,1,1,1,3,18,5,23,7,5,4,10,8,12,22,23,13,0,0
"E00033847",71,0,0,1,0,0,0,0,0,1,0,0,0,2,8,4,13,3,1,3,1,5,3,6,13,8,0,0
"E00033848",206,0,1,13,1,0,0,4,3,5,0,1,3,13,25,6,5,5,14,4,10,8,30,30,27,11,0,0
"E00033849",176,0,0,12,2,0,0,3,1,6,0,1,1,3,24,13,12,3,7,4,16,5,18,29,19,9,0,0
"E00033850",198,0,1,17,0,1,1,8,0,4,3,3,0,12,19,5,12,8,4,3,17,3,17,33,29,15,0,0
"E00033851",134,0,0,7,0,1,0,2,1,1,2,0,0,9,18,9,5,1,1,0,10,4,11,25,24,10,0,0
"E00033852",119,0,0,4,0,0,0,1,2,0,1,0,1,6,3,6,5,2,4,3,9,5,19,25,18,8,1,0
"E00033853",140,0,0,7,0,1,0,2,0,3,1,0,0,8,16,5,15,3,5,6,15,5,14,16,18,7,0,0
"E00033854",156,0,0,12,2,0,0,0,0,8,2,0,1,6,19,5,8,3,6,3,7,3,18,26,29,10,0,0
"E00033855",75,0,0,4,0,0,0,0,0,3,1,1,0,5,11,3,1,1,0,6,9,1,3,14,12,4,0,0
"E00033856",58,0,0,6,0,3,0,0,1,1,1,0,0,1,9,1,9,3,1,0,1,4,6,2,11,4,0,0
"E00033857",127,0,0,16,0,1,0,3,2,4,6,0,0,14,19,11,5,5,4,2,2,5,12,10,14,8,0,0
"E00033859",126,0,0,4,0,0,0,0,1,2,1,0,0,8,15,3,3,7,0,1,24,5,9,19,23,5,0,0
"E00033861",168,0,0,7,0,0,0,3,1,1,2,0,0,10,23,8,8,7,6,2,13,3,18,31,28,4,0,0
"E00033862",151,0,0,8,1,1,0,1,0,1,4,0,0,9,17,6,11,6,6,5,6,4,12,36,19,6,0,0
"E00033863",157,0,0,10,0,0,0,2,1,3,4,1,1,10,8,5,8,4,12,5,14,2,16,32,21,8,0,0
"E00033864",130,0,0,4,0,0,0,1,1,1,1,0,0,10,24,5,5,5,4,1,8,7,10,22,22,3,0,0
"E00033865",185,0,0,10,1,0,1,3,0,4,1,0,2,17,19,6,6,1,10,2,9,6,23,30,35,9,0,0
"E00033866",161,0,0,12,0,0,0,0,3,8,1,0,0,7,27,7,19,6,6,2,14,3,9,21,19,8,0,1
"E00033867",153,0,0,11,0,1,0,1,1,3,5,2,0,6,17,5,11,5,3,4,8,8,12,24,28,9,0,0
"E00033868",172,0,1,12,2,0,0,4,3,1,2,1,0,8,18,11,5,3,6,6,17,2,23,30,22,7,0,0
"E00033869",169,0,0,8,0,1,1,1,0,1,4,2,0,11,17,5,11,5,9,5,16,0,15,35,23,7,0,0
"E00033870",65,0,0,4,1,0,0,0,0,3,0,0,0,3,11,5,10,2,0,0,1,5,5,7,12,0,0,0
"E00033871",144,0,0,7,0,0,0,1,1,2,3,4,0,10,15,8,3,8,5,2,8,3,18,23,24,5,1,0
"E00033872",171,0,0,11,3,0,0,1,3,3,1,1,1,7,19,6,6,10,6,4,19,2,24,30,20,5,0,0
"E00033873",145,0,0,9,1,0,0,4,0,4,0,0,2,12,19,5,7,1,3,2,8,4,23,20,27,3,0,0
"E00033874",163,1,0,6,1,0,0,2,0,1,2,1,0,17,23,9,7,4,7,1,8,3,21,25,23,7,0,0
"E00033875",150,0,0,9,0,0,0,1,2,2,4,2,0,15,15,3,7,8,7,1,17,5,14,28,13,6,0,0
"E00033876",135,0,0,4,0,0,0,0,0,3,1,4,1,9,17,8,2,2,2,2,7,2,14,30,27,4,0,0
"E00033877",183,0,0,10,0,0,1,1,0,6,2,2,0,8,16,8,13,7,4,4,14,5,14,32,37,9,0,0
"E00033878",142,0,0,10,0,0,0,3,1,5,1,0,0,11,9,8,3,8,4,2,5,4,17,34,20,7,0,0
"E00033879",159,0,0,11,0,0,0,3,3,4,1,1,2,9,23,10,6,3,13,0,10,5,18,22,23,3,0,0
"E00033880",226,0,1,14,1,0,0,5,0,3,5,0,0,13,34,10,15,10,11,3,14,8,20,27,38,7,1,0
"E00033881",169,0,0,18,0,0,0,6,2,4,6,2,0,9,17,11,5,3,7,3,13,8,13,22,26,12,0,0
"E00033882",130,0,1,7,0,0,0,1,1,4,1,0,0,10,21,7,1,5,8,2,5,7,15,17,21,3,0,0
"E00033883",139,0,0,7,2,0,0,1,2,1,1,0,0,6,12,9,4,5,6,0,17,6,18,24,17,8,0,0
"E00033884",155,0,0,4,0,0,1,1,1,1,0,0,1,6,21,7,4,1,9,3,6,2,27,27,31,6,0,0
"E00033885",258,0,0,20,4,0,0,2,3,4,7,0,0,6,27,15,8,8,13,6,25,3,29,46,42,10,0,0
"E00033886",140,0,0,7,0,1,0,1,1,2,2,0,1,5,25,7,10,2,5,2,13,4,12,19,23,5,0,0
"E00033887",188,0,0,12,1,0,0,2,0,6,3,1,0,10,22,10,13,3,11,5,14,7,18,29,21,12,0,0
"E00033888",175,0,0,6,0,0,0,0,1,1,4,0,1,13,22,8,8,6,7,4,10,3,25,29,21,12,0,0
"E00033889",150,0,0,10,0,1,0,1,5,1,2,1,1,15,18,4,13,4,2,2,8,4,9,34,20,5,0,0
"E00033890",78,0,0,10,0,0,0,1,0,2,7,0,0,4,7,4,4,1,6,1,4,3,4,13,14,3,0,0
"E00033891",124,0,1,8,1,0,0,4,1,2,0,1,0,7,19,5,3,2,3,0,9,4,16,22,22,2,0,0
"E00033892",46,0,0,6,1,1,0,1,2,1,0,1,0,0,6,0,0,2,0,2,3,4,4,8,5,5,0,0
"E00033893",115,0,0,11,2,0,1,0,1,5,2,3,0,7,14,7,1,5,2,2,7,4,14,16,12,10,0,0
"E00033894",154,0,0,10,0,1,0,4,0,4,1,0,1,13,21,11,13,2,3,1,14,5,16,18,21,5,0,0
"E00033895",128,0,0,6,0,0,0,1,0,2,3,0,0,4,25,4,4,5,4,0,11,8,6,20,23,8,0,0
"E00033896",164,0,0,11,2,0,0,0,0,6,3,0,2,5,14,6,7,10,4,3,14,3,13,32,29,11,0,0
"E00033897",145,0,0,11,1,1,0,1,0,4,4,0,0,3,17,4,4,6,4,3,18,2,11,31,24,7,0,0
"E00033898",149,0,0,4,1,0,0,1,1,1,0,0,1,3,28,9,15,4,4,2,3,9,13,16,30,7,0,1
"E00033899",87,0,0,12,9,1,0,0,0,1,1,0,0,3,14,6,11,1,2,1,3,9,3,8,11,3,0,0
"E00033900",75,0,0,6,3,0,0,2,0,0,1,1,1,5,11,3,8,3,1,0,4,5,3,6,15,3,0,0
"E00033901",126,0,0,11,0,1,0,4,0,6,0,2,0,5,22,3,10,2,8,4,4,11,8,7,18,10,0,1
"E00033902",105,0,0,4,2,1,0,0,1,0,0,0,0,6,19,7,15,2,4,3,4,7,4,9,17,4,0,0
"E00033903",82,0,0,7,3,0,0,0,0,1,3,0,0,2,7,7,16,1,1,1,2,4,3,5,22,4,0,0
"E00033904",93,0,0,9,3,0,0,1,0,3,2,0,1,4,24,3,5,0,0,5,4,4,7,6,15,6,0,0
"E00033905",49,0,0,1,0,0,1,0,0,0,0,0,0,4,7,2,1,0,1,1,0,4,1,6,15,6,0,0
"E00033906",67,0,0,3,1,0,0,2,0,0,0,0,0,5,14,2,9,3,3,3,4,3,1,10,6,1,0,0
"E00033907",130,0,0,15,6,1,0,1,2,3,2,1,0,4,18,8,9,5,7,4,3,5,6,20,17,8,0,0
"E00033908",128,0,0,6,1,0,0,0,1,3,1,2,0,3,13,6,18,6,2,1,7,16,8,12,19,9,0,0
"E00033909",112,0,0,8,0,0,1,0,2,3,2,0,1,7,18,4,10,1,5,0,4,6,5,11,24,8,0,0
"E00033910",140,0,0,9,4,1,1,0,1,1,1,0,0,11,25,5,23,4,4,4,2,11,4,5,27,6,0,0
"E00033911",117,0,0,6,0,0,0,3,0,2,1,0,1,9,14,11,12,1,4,2,3,6,13,12,17,5,1,0
"E00033913",110,0,0,15,1,1,0,2,1,2,8,1,1,3,18,4,11,2,3,1,4,7,6,12,15,7,0,0
"E00033914",125,0,0,12,0,1,0,1,4,4,2,1,3,9,21,6,10,0,6,2,3,9,6,13,14,8,0,2
"E00033915",86,0,0,7,2,0,0,1,0,3,1,0,1,5,16,2,6,6,4,2,3,5,2,7,13,7,0,0
"E00033917",123,0,0,10,4,1,0,0,0,1,4,1,1,11,18,7,10,1,2,1,6,8,4,7,30,6,0,0
"E00033918",76,0,0,5,0,0,0,0,1,2,2,0,0,7,5,4,12,4,3,0,2,6,4,4,15,5,0,0
"E00033919",70,0,0,5,0,0,1,0,1,3,0,0,1,10,10,4,8,1,1,0,2,6,3,6,8,5,0,0
"E00033920",79,0,0,3,0,0,0,0,0,2,1,0,0,6,22,7,5,0,1,1,1,6,5,7,12,3,0,0
"E00033921",138,0,0,6,1,1,0,3,0,1,0,1,6,11,19,6,8,5,3,0,2,17,1,10,36,7,0,0
"E00033922",172,0,0,8,2,0,1,1,3,0,1,0,1,10,21,5,10,4,12,4,6,9,11,20,42,9,0,0
"E00033923",79,0,0,9,3,1,1,0,1,0,3,0,3,8,6,8,7,0,1,2,5,5,2,5,15,3,0,0
"E00033924",138,2,0,3,1,0,0,0,2,0,0,1,2,8,19,6,18,2,5,1,4,13,5,8,26,15,0,0
"E00033925",77,0,0,3,2,0,0,0,0,0,1,0,0,13,6,7,10,2,3,0,1,2,2,4,16,8,0,0
"E00033926",114,1,0,9,3,0,0,0,1,3,2,0,4,5,19,3,14,5,4,1,1,16,2,3,22,5,0,0
"E00033927",149,0,0,6,1,1,0,0,1,2,1,0,0,5,13,10,18,1,5,2,4,16,8,10,39,11,0,1
"E00033928",84,0,0,6,0,0,1,1,1,2,1,0,0,8,12,2,4,1,3,0,7,9,6,4,17,5,0,0
"E00033930",97,0,0,7,1,0,1,0,1,2,2,0,1,2,18,5,13,1,7,0,5,8,4,9,11,6,0,0
"E00033931",114,0,0,2,0,0,0,0,1,0,1,0,1,11,21,5,11,2,2,1,1,16,8,2,23,8,0,0
"E00033932",123,0,0,7,0,0,0,0,2,3,2,0,1,12,23,5,17,0,3,2,2,9,3,9,26,4,0,0
"E00033933",99,0,0,4,0,0,0,2,0,2,0,1,0,6,13,9,8,1,6,0,1,8,6,8,20,7,1,0
"E00033934",115,0,0,6,1,0,0,1,1,1,2,3,1,5,13,6,10,7,3,4,4,6,6,7,21,13,0,0
"E00033935",103,0,0,8,1,0,0,2,3,1,1,0,0,9,19,1,16,0,4,1,4,12,7,5,16,1,0,0
"E00033936",92,1,0,7,1,2,0,0,1,2,1,0,0,2,19,5,9,0,3,1,0,11,4,6,21,3,0,0
"E00033937",67,0,0,5,1,0,0,2,0,0,2,0,2,5,10,1,5,0,5,1,0,4,3,6,16,4,0,0
"E00033938",111,0,0,6,2,0,0,0,1,2,1,0,3,8,13,7,7,4,5,1,0,8,3,8,30,8,0,0
"E00033939",97,0,0,7,2,0,0,0,1,4,0,1,3,9,17,2,14,3,2,1,3,7,3,4,16,5,0,0
"E00033940",108,0,0,8,2,0,0,0,2,4,0,3,0,8,17,7,6,2,5,1,2,12,3,8,21,5,0,0
"E00033941",114,0,0,9,2,0,0,2,0,5,0,0,0,10,12,7,14,2,13,3,5,4,2,5,22,6,0,0
"E00033942",122,0,0,9,2,0,0,2,2,2,1,2,0,15,20,8,4,3,2,3,2,9,8,10,23,3,0,1
"E00033943",125,0,0,11,3,1,0,0,2,2,3,0,0,9,25,13,12,4,2,2,2,11,4,6,21,3,0,0
"E00033944",116,0,0,13,2,0,0,4,1,1,5,0,3,7,19,8,17,1,2,2,0,5,4,8,21,6,0,0
"E00033945",89,0,0,7,1,0,0,0,0,4,2,0,0,8,10,6,8,4,3,0,1,9,9,5,15,4,0,0
"E00033946",139,0,0,12,3,0,0,0,0,5,4,0,0,5,18,5,16,3,4,3,2,12,6,13,29,10,1,0
"E00033947",102,0,0,7,2,0,0,1,1,1,2,0,1,6,23,6,3,0,7,1,3,4,9,8,16,8,0,0
"E00033948",118,0,0,13,6,0,0,1,0,3,3,0,0,12,18,8,7,1,4,0,5,13,7,11,14,4,1,0
"E00033949",77,0,0,5,2,0,0,0,1,1,1,0,1,3,13,2,6,1,1,1,4,9,7,6,15,3,0,0
"E00033950",130,0,0,9,0,2,0,0,4,2,1,1,0,11,17,7,11,1,8,3,3,6,14,12,18,8,0,1
"E00033951",118,0,0,10,3,0,0,2,2,2,1,0,2,11,20,10,7,0,2,1,5,8,5,11,25,1,0,0
"E00033952",194,0,0,13,4,0,0,0,4,2,3,1,2,11,41,17,8,3,4,3,7,10,18,18,23,14,1,0
"E00033953",138,1,0,6,0,0,0,2,2,2,0,0,0,9,30,9,21,1,8,0,2,14,11,8,12,6,0,0
