"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00033737",306,41,15,26,62,43,16,2,1,0,125,57,18,17,25,8,38,9,24,5,19,3,15,1,21,5,16
"E00033738",160,18,6,12,21,15,3,3,0,0,48,32,0,8,5,3,28,10,18,0,30,7,23,0,15,8,7
"E00033739",195,28,13,15,49,21,11,15,2,0,75,36,7,9,12,11,17,5,10,2,17,4,13,0,9,6,3
"E00033740",262,32,14,18,47,20,19,4,2,2,85,47,4,16,10,8,39,9,29,1,34,10,24,0,25,8,17
"E00033741",224,26,11,15,49,25,19,5,0,0,85,55,6,14,6,4,29,6,22,1,16,4,12,0,19,11,8
"E00033742",228,38,18,20,51,26,17,6,2,0,78,45,13,9,5,6,26,6,19,1,19,4,15,0,16,4,12
"E00033743",206,32,8,24,38,19,15,2,1,1,79,37,8,8,21,5,29,5,23,1,12,2,10,0,16,8,8
"E00033744",279,36,16,20,37,18,18,1,0,0,100,45,12,24,15,4,41,8,30,3,33,11,21,1,32,12,20
"E00033745",170,13,5,8,20,7,8,3,1,1,33,15,6,2,8,2,24,11,11,2,32,14,18,0,48,30,18
"E00033746",230,29,11,18,41,19,19,2,1,0,70,44,4,8,7,7,36,6,28,2,16,2,13,1,38,13,25
"E00033747",285,62,22,40,53,26,10,12,3,2,104,50,4,13,31,6,38,11,21,6,19,4,12,3,9,4,5
"E00033748",213,27,14,13,32,12,12,8,0,0,65,37,8,12,8,0,48,13,29,6,19,7,12,0,22,12,10
"E00033749",230,36,15,21,33,20,11,2,0,0,96,63,13,10,5,5,30,8,21,1,18,6,12,0,17,9,8
"E00033750",262,35,15,20,49,21,23,4,0,1,134,59,28,16,20,11,30,2,28,0,9,2,7,0,5,4,1
"E00033752",321,53,17,36,70,38,23,6,0,3,99,48,10,13,21,7,50,13,31,6,27,11,16,0,22,7,15
"E00033753",201,24,11,13,43,26,13,4,0,0,76,33,6,19,11,7,22,3,14,5,19,6,13,0,17,3,14
"E00033754",233,26,15,11,38,19,15,2,2,0,124,60,17,22,17,8,26,4,18,4,12,3,9,0,7,3,4
"E00033755",255,45,26,19,37,20,14,3,0,0,114,55,15,23,15,6,36,1,31,4,16,5,10,1,7,1,6
"E00033756",232,32,10,22,76,29,35,9,1,2,101,46,14,20,14,7,13,5,5,3,8,2,6,0,2,1,1
"E00033758",215,34,17,17,39,20,14,4,0,1,71,50,6,6,4,5,34,4,27,3,18,3,15,0,19,14,5
"E00033759",161,24,5,19,18,9,8,1,0,0,40,14,4,5,13,4,25,7,15,3,24,16,7,1,30,18,12
"E00033762",240,46,14,32,35,17,9,7,2,0,96,46,17,10,10,13,42,6,31,5,12,5,7,0,9,3,6
"E00033763",244,36,7,29,55,30,22,1,2,0,102,27,23,22,25,5,40,4,31,5,6,1,3,2,5,4,1
"E00033764",286,48,15,33,52,24,25,2,1,0,144,58,12,35,28,11,29,3,20,6,10,3,7,0,3,1,2
"E00033765",257,42,16,26,39,15,18,1,5,0,81,34,7,11,20,9,40,10,22,8,21,7,13,1,34,13,21
"E00033766",291,60,17,43,41,16,15,10,0,0,137,39,18,29,39,12,34,4,19,11,11,2,9,0,8,4,4
"E00033767",217,31,14,17,47,32,10,3,2,0,98,40,14,25,14,5,23,5,17,1,10,3,7,0,8,2,6
"E00033768",228,35,19,16,27,15,8,2,2,0,97,48,14,11,11,13,35,8,23,4,19,4,14,1,15,9,6
"E00033769",185,18,5,13,15,11,3,1,0,0,44,19,3,8,9,5,23,10,11,2,30,18,12,0,55,46,9
"E00033770",322,60,15,45,37,22,11,1,0,3,169,49,27,32,41,20,44,1,35,8,8,0,5,3,4,0,4
"E00033771",261,36,15,21,54,27,18,6,3,0,141,54,20,32,28,7,22,4,16,2,5,2,3,0,3,1,2
"E00033773",230,21,10,11,38,22,11,4,1,0,64,30,9,12,12,1,59,3,50,6,31,6,24,1,17,11,6
"E00033774",245,24,15,9,40,22,10,4,3,1,105,61,12,13,12,7,32,4,27,1,31,11,19,1,13,6,7
"E00033775",334,67,22,45,79,41,26,8,4,0,130,62,21,12,28,7,30,8,20,2,16,2,13,1,12,6,6
"E00033776",251,32,20,12,34,16,15,3,0,0,48,28,3,8,7,2,55,12,42,1,32,17,14,1,50,36,14
"E00033777",217,31,13,18,45,20,19,4,1,1,79,35,7,11,15,11,21,4,16,1,27,2,23,2,14,1,13
"E00033778",247,32,10,22,41,20,17,4,0,0,140,49,21,33,31,6,19,3,13,3,10,4,6,0,5,2,3
"E00033779",215,24,10,14,49,20,14,13,2,0,83,52,4,12,12,3,34,17,16,1,13,4,7,2,12,7,5
"E00033780",211,20,10,10,23,18,5,0,0,0,82,34,11,16,16,5,47,7,37,3,29,7,22,0,10,2,8
"E00033781",285,26,14,12,59,34,15,6,3,1,86,53,9,7,13,4,40,13,22,5,28,11,14,3,46,27,19
"E00033782",245,40,14,26,31,10,16,3,2,0,91,49,4,17,13,8,33,11,22,0,28,9,15,4,22,7,15
"E00033783",253,45,17,28,31,17,12,2,0,0,110,48,9,23,25,5,35,5,24,6,19,5,12,2,13,6,7
"E00033784",355,55,17,38,69,26,28,14,0,1,126,57,23,25,15,6,50,13,30,7,35,9,26,0,20,10,10
"E00033785",249,32,15,17,43,24,16,2,0,1,94,53,7,12,17,5,48,8,35,5,22,5,17,0,10,5,5
"E00033786",364,81,31,50,44,26,12,4,2,0,163,69,33,18,25,18,59,2,48,9,12,0,9,3,5,0,5
"E00033787",273,38,19,19,40,23,14,2,1,0,120,56,12,21,21,10,39,4,32,3,26,1,24,1,10,4,6
"E00033788",238,44,17,27,38,24,10,4,0,0,120,32,30,27,24,7,23,4,13,6,11,1,6,4,2,1,1
"E00033789",237,36,15,21,35,21,11,2,1,0,115,54,16,13,22,10,16,1,13,2,23,5,16,2,12,4,8
"E00033790",220,32,11,21,30,16,10,2,1,1,120,34,18,29,30,9,25,2,22,1,9,1,8,0,4,3,1
"E00033791",257,43,9,34,50,15,24,8,3,0,94,46,15,6,23,4,34,8,23,3,21,7,13,1,15,7,8
"E00033792",163,28,13,15,26,11,13,0,2,0,61,32,12,3,12,2,33,3,26,4,11,2,8,1,4,1,3
"E00033793",239,42,11,31,50,22,20,7,1,0,87,42,7,22,15,1,15,7,6,2,30,9,19,2,15,4,11
"E00033794",202,27,7,20,42,11,17,8,5,1,76,36,9,11,16,4,31,3,27,1,11,4,7,0,15,4,11
"E00033795",221,35,14,21,38,19,13,3,3,0,84,38,13,15,12,6,34,8,23,3,21,7,12,2,9,6,3
"E00033796",171,31,13,18,28,19,8,0,1,0,52,35,10,3,2,2,26,5,19,2,16,7,9,0,18,6,12
"E00033797",196,32,11,21,19,11,5,3,0,0,79,37,5,3,27,7,22,6,15,1,29,10,18,1,15,5,10
"E00033798",298,54,28,26,25,8,13,3,1,0,110,52,16,17,18,7,54,6,45,3,38,9,26,3,17,11,6
"E00033799",241,35,14,21,30,17,9,4,0,0,82,42,13,11,13,3,22,6,13,3,50,12,31,7,22,5,17
"E00033800",143,9,2,7,40,23,15,2,0,0,73,28,14,18,13,0,17,4,13,0,2,2,0,0,2,0,2
"E00033801",228,30,16,14,29,11,11,3,2,2,61,46,3,7,3,2,39,8,31,0,32,8,24,0,37,14,23
"E00033802",150,17,12,5,25,12,10,2,1,0,50,29,3,11,7,0,21,7,11,3,10,2,8,0,27,8,19
"E00033803",221,39,20,19,27,15,5,7,0,0,81,48,6,4,15,8,33,8,21,4,18,7,11,0,23,13,10
"E00033804",222,35,14,21,33,8,15,6,2,2,79,43,10,11,7,8,29,8,17,4,23,6,16,1,23,11,12
"E00033805",150,21,14,7,16,10,3,3,0,0,49,37,3,6,2,1,16,5,10,1,26,15,10,1,22,14,8
"E00033806",175,21,14,7,67,60,5,0,0,2,65,51,10,2,0,2,14,9,3,2,6,3,2,1,2,1,1
"E00033807",363,79,44,35,53,37,9,5,2,0,142,89,8,10,25,10,55,24,26,5,23,7,12,4,11,6,5
"E00033808",168,29,4,25,30,14,9,3,3,1,57,24,20,5,4,4,13,5,7,1,20,8,9,3,19,9,10
"E00033810",197,21,10,11,74,35,36,3,0,0,61,40,14,4,2,1,18,12,5,1,18,13,4,1,5,5,0
"E00033811",400,83,21,62,96,44,38,6,4,4,126,46,28,29,20,3,32,9,15,8,36,15,14,7,27,8,19
"E00033812",281,49,13,36,78,42,29,3,4,0,96,42,19,21,10,4,29,10,13,6,14,7,6,1,15,13,2
"E00033813",371,99,38,61,85,60,11,9,3,2,122,50,27,26,14,5,23,7,9,7,24,9,10,5,18,7,11
"E00033814",247,39,20,19,61,14,25,14,8,0,92,58,11,12,9,2,28,11,15,2,19,9,9,1,8,3,5
"E00033815",252,34,12,22,49,23,15,10,1,0,82,54,10,8,6,4,49,23,20,6,21,12,7,2,17,9,8
"E00033816",227,32,16,16,56,22,26,7,1,0,70,32,14,10,9,5,29,9,15,5,21,10,9,2,19,8,11
"E00033818",212,34,10,24,37,13,16,6,2,0,60,22,18,12,8,0,25,13,9,3,36,24,7,5,20,18,2
"E00033819",195,45,32,13,75,58,16,1,0,0,54,36,12,2,4,0,10,5,4,1,6,4,1,1,5,4,1
"E00033820",205,30,18,12,56,26,25,4,0,1,65,50,9,2,1,3,27,16,8,3,19,8,9,2,8,3,5
"E00033821",149,15,8,7,52,51,1,0,0,0,38,31,0,5,1,1,13,10,2,1,11,7,4,0,20,16,4
"E00033822",287,54,17,37,69,25,27,7,8,2,98,35,17,21,17,8,31,10,16,5,17,8,7,2,18,4,14
"E00033823",132,30,9,21,26,11,12,2,0,1,42,22,12,4,2,2,14,4,9,1,11,3,5,3,9,5,4
"E00033824",310,82,20,62,76,21,33,12,9,1,104,29,26,28,17,4,26,5,12,9,14,3,7,4,8,3,5
"E00033825",217,30,19,11,66,27,29,7,3,0,66,35,11,9,9,2,21,5,12,4,21,4,17,0,13,5,8
"E00033826",266,64,61,3,99,91,7,1,0,0,63,60,1,2,0,0,27,13,14,0,9,4,5,0,4,0,4
"E00033827",208,29,22,7,84,75,8,1,0,0,62,53,5,1,3,0,23,16,5,2,6,3,2,1,4,3,1
"E00033828",253,45,22,23,74,39,26,6,3,0,77,40,14,13,5,5,21,8,11,2,26,12,13,1,10,6,4
"E00033829",191,40,32,8,64,57,6,0,1,0,71,58,4,1,5,3,13,9,3,1,3,2,0,1,0,0,0
"E00033832",203,22,19,3,94,89,1,3,0,1,42,34,0,5,0,3,26,18,7,1,15,10,4,1,4,1,3
"E00033833",256,32,23,9,107,83,16,2,3,3,88,65,8,7,6,2,21,13,7,1,6,6,0,0,2,2,0
"E00033836",112,7,7,0,23,20,3,0,0,0,51,45,2,0,4,0,17,12,4,1,8,7,1,0,6,6,0
"E00033837",247,39,15,24,34,24,9,0,1,0,102,63,8,8,20,3,31,12,14,5,24,9,13,2,17,4,13
"E00033838",190,32,17,15,44,15,21,7,1,0,65,41,7,5,9,3,22,5,17,0,13,3,10,0,14,6,8
"E00033839",447,59,31,28,55,34,16,2,2,1,127,77,14,18,15,3,67,18,45,4,84,26,55,3,55,24,31
"E00033840",288,52,41,11,100,89,6,5,0,0,107,78,12,11,5,1,23,18,5,0,5,4,1,0,1,1,0
"E00033841",238,32,13,19,38,24,11,3,0,0,75,45,8,11,4,7,41,13,23,5,33,12,18,3,19,13,6
"E00033842",275,89,73,16,95,48,41,5,1,0,62,32,17,4,7,2,11,7,4,0,16,13,3,0,2,0,2
"E00033843",246,43,19,24,66,23,28,10,2,3,76,31,20,13,8,4,21,10,5,6,20,10,7,3,20,5,15
"E00033844",238,48,9,39,54,22,20,8,2,2,65,28,16,10,6,5,23,13,9,1,30,12,14,4,18,6,12
"E00033845",202,45,42,3,75,68,6,1,0,0,34,27,5,2,0,0,7,5,1,1,23,18,4,1,18,15,3
"E00033846",338,101,71,30,97,73,18,3,2,1,71,41,8,12,7,3,26,15,7,4,22,15,6,1,21,20,1
"E00033847",196,55,44,11,30,17,5,7,0,1,57,32,7,11,5,2,29,7,17,5,16,9,5,2,9,8,1
"E00033848",307,40,19,21,38,30,5,3,0,0,120,42,22,23,25,8,54,10,42,2,28,4,24,0,27,8,19
"E00033849",278,38,22,16,18,10,5,3,0,0,111,49,17,13,29,3,49,2,42,5,35,4,31,0,27,7,20
"E00033850",328,41,22,19,31,27,3,0,0,1,116,47,15,28,16,10,63,5,53,5,48,12,36,0,29,11,18
"E00033851",251,74,59,15,34,24,5,4,0,1,60,28,12,11,5,4,33,4,27,2,26,6,19,1,24,13,11
"E00033852",214,33,13,20,27,17,9,0,0,1,79,33,7,10,11,18,27,3,21,3,30,8,20,2,18,10,8
"E00033853",228,20,6,14,41,28,6,3,1,3,88,51,11,13,7,6,39,8,31,0,23,3,20,0,17,5,12
"E00033854",304,64,33,31,15,5,9,0,1,0,103,38,15,25,16,9,55,5,44,6,41,7,30,4,26,8,18
"E00033855",158,11,8,3,33,32,1,0,0,0,43,25,5,8,2,3,22,8,13,1,16,11,5,0,33,29,4
"E00033856",225,21,14,7,40,29,9,2,0,0,41,30,4,0,6,1,30,19,9,2,35,25,10,0,58,38,20
"E00033857",216,27,11,16,40,24,12,4,0,0,60,33,8,4,7,8,34,4,27,3,30,7,22,1,25,14,11
"E00033859",208,19,12,7,35,31,4,0,0,0,61,27,12,7,13,2,46,10,33,3,27,1,25,1,20,7,13
"E00033861",266,40,26,14,42,37,3,2,0,0,103,66,9,16,6,6,23,12,10,1,23,17,5,1,35,21,14
"E00033862",253,28,11,17,55,42,10,1,0,2,81,35,20,8,11,7,29,6,18,5,26,10,16,0,34,15,19
"E00033863",249,24,13,11,27,19,5,2,1,0,99,39,10,27,21,2,44,8,31,5,28,1,25,2,27,9,18
"E00033864",231,22,9,13,34,21,11,1,0,1,65,19,11,18,8,9,56,3,48,5,26,7,16,3,28,12,16
"E00033865",290,34,15,19,40,23,16,1,0,0,122,51,28,25,10,8,34,2,30,2,33,6,27,0,27,7,20
"E00033866",262,28,11,17,36,28,4,2,1,1,86,37,11,17,16,5,46,1,43,2,40,5,33,2,26,17,9
"E00033867",256,37,16,21,35,28,6,1,0,0,84,36,11,16,15,6,42,6,34,2,30,6,24,0,28,10,18
"E00033868",268,34,10,24,37,24,9,2,1,1,103,34,21,19,24,5,50,3,41,6,19,3,15,1,25,13,12
"E00033869",274,48,25,23,13,6,5,0,0,2,81,33,7,10,19,12,63,3,57,3,41,7,31,3,28,13,15
"E00033870",220,30,12,18,26,17,5,4,0,0,98,81,2,8,6,1,31,20,10,1,5,2,3,0,30,21,9
"E00033871",237,31,15,16,29,14,15,0,0,0,89,33,18,17,12,9,41,7,32,2,23,5,18,0,24,7,17
"E00033872",261,34,16,18,33,18,13,1,1,0,92,27,18,25,16,6,57,9,46,2,27,5,20,2,18,10,8
"E00033873",270,34,14,20,39,26,10,2,1,0,97,54,14,5,18,6,45,7,33,5,20,6,14,0,35,19,16
"E00033874",287,40,13,27,28,26,0,2,0,0,94,35,16,15,13,15,53,6,45,2,47,9,38,0,25,14,11
"E00033875",255,26,14,12,27,15,12,0,0,0,87,22,18,22,24,1,48,4,43,1,35,3,32,0,32,9,23
"E00033876",240,36,16,20,18,6,10,0,2,0,84,32,13,16,17,6,39,5,24,10,31,5,26,0,32,13,19
"E00033877",291,47,18,29,24,16,4,2,1,1,120,45,20,15,26,14,47,7,36,4,24,4,18,2,29,11,18
"E00033878",249,28,16,12,18,15,3,0,0,0,98,53,13,15,13,4,39,1,35,3,35,5,27,3,31,17,14
"E00033879",248,38,19,19,35,26,8,0,1,0,84,35,11,19,15,4,47,4,39,4,25,5,20,0,19,7,12
"E00033880",384,56,24,32,61,50,9,1,0,1,120,52,22,17,21,8,58,2,50,6,49,3,46,0,40,18,22
"E00033881",259,30,12,18,24,18,5,0,0,1,99,41,15,24,14,5,57,9,42,6,32,7,25,0,17,8,9
"E00033882",223,27,10,17,19,11,6,0,2,0,85,25,18,15,21,6,40,5,33,2,27,1,25,1,25,12,13
"E00033883",240,21,8,13,33,20,10,1,0,2,78,33,12,14,15,4,47,5,33,9,27,7,17,3,34,14,20
"E00033884",271,33,13,20,27,18,7,1,0,1,94,37,13,26,10,8,43,3,38,2,40,8,29,3,34,16,18
"E00033885",392,40,21,19,89,68,15,3,0,3,134,65,12,26,19,12,66,11,51,4,32,7,24,1,31,10,21
"E00033886",237,36,12,24,13,12,0,0,0,1,85,29,8,16,15,17,40,3,34,3,30,6,24,0,33,13,20
"E00033887",327,73,50,23,35,29,5,0,1,0,111,47,13,24,22,5,45,5,34,6,28,3,22,3,35,16,19
"E00033888",290,42,24,18,25,18,6,0,0,1,89,43,11,20,7,8,66,7,52,7,28,7,21,0,40,12,28
"E00033889",255,16,10,6,32,24,4,3,0,1,78,32,20,15,6,5,70,5,64,1,40,7,33,0,19,9,10
"E00033890",166,16,14,2,41,32,8,1,0,0,67,48,8,5,3,3,21,8,11,2,11,2,9,0,10,6,4
"E00033891",227,15,8,7,24,16,2,5,0,1,70,43,0,14,11,2,58,13,39,6,32,6,26,0,28,14,14
"E00033892",102,11,9,2,12,9,3,0,0,0,30,23,3,3,1,0,24,9,15,0,8,2,6,0,17,6,11
"E00033893",218,25,11,14,20,11,9,0,0,0,69,30,10,16,12,1,44,9,34,1,32,5,27,0,28,13,15
"E00033894",261,32,16,16,34,22,9,1,2,0,94,43,5,26,9,11,37,7,27,3,41,7,34,0,23,10,13
"E00033895",177,30,20,10,50,35,13,2,0,0,60,42,9,6,1,2,13,6,6,1,13,3,8,2,11,2,9
"E00033896",244,21,16,5,72,63,7,2,0,0,76,36,15,19,6,0,40,8,29,3,20,8,12,0,15,7,8
"E00033897",241,22,10,12,20,17,3,0,0,0,74,33,8,11,11,11,62,8,51,3,44,8,35,1,19,8,11
"E00033898",281,62,38,24,48,28,13,5,2,0,98,47,16,17,12,6,34,11,22,1,29,7,21,1,10,3,7
"E00033899",207,35,22,13,56,33,18,3,0,2,56,36,4,7,4,5,25,14,7,4,20,8,12,0,15,7,8
"E00033900",210,58,38,20,45,19,22,2,2,0,57,32,8,3,10,4,27,5,21,1,16,5,10,1,7,1,6
"E00033901",261,33,27,6,56,51,3,2,0,0,105,88,8,6,3,0,37,14,22,1,20,9,11,0,10,8,2
"E00033902",239,71,50,21,57,26,26,5,0,0,59,25,12,10,6,6,19,4,15,0,20,2,15,3,13,6,7
"E00033903",172,26,13,13,43,32,3,7,0,1,68,45,8,6,5,4,21,8,11,2,10,6,4,0,4,2,2
"E00033904",264,34,9,25,18,12,2,0,2,2,79,43,8,7,8,13,37,8,24,5,65,17,46,2,31,14,17
"E00033905",168,8,3,5,9,7,1,1,0,0,48,35,6,0,6,1,48,28,17,3,23,12,10,1,32,17,15
"E00033906",179,41,30,11,45,41,3,1,0,0,65,49,5,5,4,2,11,8,3,0,11,8,3,0,6,6,0
"E00033907",246,50,38,12,64,51,4,6,3,0,87,60,5,8,12,2,22,10,12,0,10,4,5,1,13,5,8
"E00033908",247,48,41,7,71,54,13,3,1,0,90,73,2,10,3,2,19,9,10,0,9,4,5,0,10,2,8
"E00033909",228,65,48,17,32,17,11,3,1,0,61,34,9,7,6,5,36,7,28,1,14,5,9,0,20,3,17
"E00033910",287,59,37,22,74,34,22,14,4,0,88,42,16,20,7,3,33,8,19,6,18,8,10,0,15,4,11
"E00033911",269,52,24,28,65,31,24,7,3,0,87,41,7,20,16,3,31,8,17,6,14,5,7,2,20,8,12
"E00033913",190,31,19,12,65,38,24,3,0,0,69,47,6,5,9,2,18,8,10,0,4,2,2,0,3,2,1
"E00033914",250,42,29,13,87,47,30,10,0,0,71,43,8,13,5,2,18,7,9,2,22,9,11,2,10,5,5
"E00033915",160,30,16,14,46,29,12,4,0,1,47,24,4,5,8,6,14,4,9,1,16,7,7,2,7,3,4
"E00033917",243,31,20,11,64,41,13,8,2,0,77,50,5,7,13,2,40,10,29,1,26,16,9,1,5,1,4
"E00033918",221,19,12,7,25,16,3,3,3,0,67,47,3,5,11,1,33,13,15,5,44,23,21,0,33,22,11
"E00033919",213,29,10,19,27,18,6,2,1,0,69,45,3,8,12,1,45,18,19,8,28,8,20,0,15,8,7
"E00033920",225,22,11,11,29,25,1,2,1,0,58,41,4,3,5,5,40,15,22,3,45,22,21,2,31,22,9
"E00033921",248,28,17,11,67,44,23,0,0,0,99,56,21,6,12,4,28,15,10,3,7,4,2,1,19,8,11
"E00033922",284,68,45,23,48,27,15,3,1,2,95,46,7,18,17,7,38,8,21,9,17,3,12,2,18,7,11
"E00033923",196,42,27,15,47,29,11,6,1,0,56,37,5,4,8,2,19,13,5,1,15,4,11,0,17,8,9
"E00033924",296,60,33,27,83,49,29,2,3,0,105,67,12,11,8,7,21,6,14,1,15,5,9,1,12,5,7
"E00033925",202,34,23,11,56,38,16,2,0,0,83,70,3,2,6,2,16,12,4,0,8,6,2,0,5,2,3
"E00033926",236,51,30,21,59,29,20,7,3,0,73,34,16,10,11,2,20,9,8,3,14,4,9,1,19,7,12
"E00033927",288,64,44,20,58,28,19,11,0,0,89,49,12,13,13,2,44,10,29,5,21,3,18,0,12,6,6
"E00033928",205,30,8,22,31,20,8,2,0,1,65,25,7,20,6,7,42,9,31,2,20,10,9,1,17,7,10
"E00033930",217,40,23,17,58,41,11,1,5,0,69,57,5,1,4,2,20,3,16,1,20,8,10,2,10,3,7
"E00033931",219,33,13,20,50,32,13,2,3,0,90,40,15,10,17,8,28,14,14,0,12,8,3,1,6,1,5
"E00033932",258,57,29,28,44,22,19,2,0,1,74,40,12,5,9,8,29,5,17,7,32,6,25,1,22,9,13
"E00033933",190,53,28,25,39,23,15,0,0,1,56,23,13,9,3,8,19,2,16,1,9,4,5,0,14,6,8
"E00033934",239,45,31,14,80,60,10,8,2,0,74,46,8,8,8,4,23,12,10,1,12,5,7,0,5,3,2
"E00033935",277,51,36,15,72,53,13,4,2,0,104,80,7,9,7,1,23,15,6,2,16,9,7,0,11,5,6
"E00033936",216,48,28,20,46,31,12,3,0,0,67,45,6,12,1,3,28,11,13,4,13,3,10,0,14,6,8
"E00033937",153,19,16,3,48,22,20,4,2,0,43,27,8,2,3,3,26,9,16,1,7,3,4,0,10,5,5
"E00033938",227,40,24,16,71,36,26,9,0,0,56,32,8,4,7,5,26,10,16,0,18,3,15,0,16,5,11
"E00033939",222,47,15,32,45,30,14,1,0,0,85,44,18,5,10,8,19,10,5,4,18,4,13,1,8,1,7
"E00033940",245,49,34,15,55,46,8,0,1,0,79,47,6,9,16,1,32,14,11,7,20,6,13,1,10,5,5
"E00033941",262,49,37,12,56,40,12,1,3,0,84,51,11,10,9,3,39,11,26,2,22,9,11,2,12,9,3
"E00033942",300,54,34,20,44,23,12,8,1,0,75,41,7,8,14,5,51,23,26,2,33,16,16,1,43,25,18
"E00033943",241,32,21,11,75,44,27,4,0,0,63,37,12,10,3,1,33,14,16,3,28,7,21,0,10,3,7
"E00033944",223,71,63,8,51,43,8,0,0,0,64,53,3,4,4,0,14,4,9,1,13,2,9,2,10,2,8
"E00033945",161,20,12,8,43,37,6,0,0,0,43,25,8,2,6,2,28,8,17,3,17,9,6,2,10,5,5
"E00033946",305,57,34,23,56,32,12,7,3,2,116,42,23,33,12,6,36,11,21,4,19,6,13,0,21,12,9
"E00033947",204,54,13,41,31,16,10,3,2,0,73,25,10,15,8,15,17,6,10,1,20,5,15,0,9,2,7
"E00033948",264,54,24,30,51,31,15,3,1,1,77,35,4,21,9,8,37,7,26,4,27,7,19,1,18,11,7
"E00033949",219,32,11,21,46,18,19,7,2,0,73,47,3,7,11,5,32,13,15,4,20,11,9,0,16,11,5
"E00033950",318,35,17,18,58,29,15,12,2,0,110,58,20,13,15,4,58,8,44,6,38,17,20,1,19,7,12
"E00033951",224,29,18,11,33,20,11,0,0,2,64,45,4,5,8,2,52,9,37,6,27,10,17,0,19,10,9
"E00033952",314,40,30,10,46,39,4,2,1,0,91,67,3,13,8,0,92,15,73,4,35,6,27,2,10,4,6
"E00033953",303,69,35,34,50,25,18,6,1,0,113,68,7,10,17,11,36,11,21,4,18,3,15,0,17,9,8
"E00033954",181,25,12,13,21,14,3,4,0,0,50,30,5,5,8,2,41,14,27,0,23,14,9,0,21,8,13
"E00033955",272,50,26,24,47,26,15,3,3,0,73,39,7,16,8,3,52,13,38,1,22,8,14,0,28,14,14
"E00033956",80,12,8,4,8,6,2,0,0,0,25,13,2,5,3,2,11,2,9,0,14,5,9,0,10,2,8
"E00033957",234,42,22,20,58,32,16,7,3,0,81,54,8,10,7,2,29,9,17,3,13,6,6,1,11,7,4
"E00033958",249,54,17,37,55,29,18,6,0,2,83,48,2,10,10,13,26,8,18,0,15,7,8,0,16,5,11
"E00033959",213,32,15,17,43,25,11,7,0,0,52,32,5,4,6,5,42,12,26,4,34,10,24,0,10,5,5
"E00033960",259,52,20,32,46,17,21,5,2,1,92,42,7,8,28,7,29,8,18,3,27,7,20,0,13,4,9
"E00033961",231,31,17,14,55,31,17,6,1,0,67,38,9,5,9,6,38,10,26,2,18,5,12,1,22,10,12
"E00033962",240,46,21,25,50,34,12,4,0,0,76,34,13,11,13,5,37,6,28,3,21,4,17,0,10,9,1
"E00033963",280,49,13,36,66,30,19,15,2,0,86,54,5,8,9,10,42,12,28,2,23,10,13,0,14,8,6
"E00033964",238,34,18,16,56,35,9,9,1,2,75,59,7,1,4,4,40,13,23,4,16,5,7,4,17,7,10
"E00033965",210,33,17,16,21,17,2,0,0,2,80,51,3,18,7,1,40,17,18,5,26,7,18,1,10,5,5
"E00033966",209,28,12,16,44,27,15,2,0,0,68,41,4,8,10,5,41,12,25,4,13,4,9,0,15,6,9
"E00033967",221,45,21,24,33,19,12,2,0,0,57,29,5,6,14,3,42,12,24,6,24,9,14,1,20,7,13
"E00033968",122,16,10,6,27,19,4,4,0,0,45,38,2,3,2,0,19,10,6,3,10,5,5,0,5,3,2
"E00033969",211,39,18,21,30,14,15,0,1,0,71,43,8,6,5,9,43,11,29,3,24,11,13,0,4,1,3
"E00033970",231,26,10,16,28,14,8,5,1,0,84,55,4,12,12,1,36,12,22,2,33,8,24,1,24,10,14
"E00033971",149,24,9,15,13,6,3,2,1,1,51,24,0,19,5,3,30,6,23,1,23,8,14,1,8,2,6
"E00033972",206,40,23,17,32,17,13,1,1,0,78,48,7,3,17,3,16,5,10,1,26,14,11,1,14,2,12
"E00033973",151,26,19,7,32,18,13,0,1,0,40,28,5,1,6,0,21,4,16,1,18,5,12,1,14,5,9
"E00033974",215,34,13,21,37,25,10,1,0,1,78,52,3,10,5,8,34,11,20,3,21,8,11,2,11,10,1
"E00033975",283,40,17,23,66,39,17,4,4,2,90,60,4,7,13,6,45,17,26,2,29,11,18,0,13,5,8
"E00033976",181,21,7,14,32,23,8,0,0,1,61,30,11,6,5,9,39,16,21,2,18,10,8,0,10,8,2
"E00033977",132,13,4,9,14,8,1,2,1,2,42,24,3,10,4,1,27,7,17,3,18,7,11,0,18,11,7
"E00033978",154,14,10,4,23,21,1,1,0,0,48,40,1,6,0,1,27,17,10,0,21,9,12,0,21,13,8
"E00033979",104,9,4,5,11,8,2,1,0,0,17,11,0,2,3,1,25,13,10,2,23,14,9,0,19,11,8
"E00033980",200,25,14,11,21,12,3,4,2,0,68,48,7,5,7,1,37,8,25,4,31,11,18,2,18,7,11
"E00033981",131,8,4,4,9,5,4,0,0,0,24,16,0,5,0,3,30,9,21,0,29,17,12,0,31,18,13
