"GeographyCode","QS108EW0001","QS108EW0002","QS108EW0003","QS108EW0004","QS108EW0005","QS108EW0006","QS108EW0007","QS108EW0008","QS108EW0009","QS108EW0010","QS108EW0011"
"E00176676",158,44,24,20,0,114,101,3,4,5,1
"E00176677",249,156,124,30,2,93,61,0,4,16,12
"E00176678",245,142,104,36,2,103,66,1,6,11,19
"E00176679",222,72,26,42,4,150,123,8,10,9,0
"E00176680",243,60,22,38,0,183,162,3,13,4,1
"E00176681",182,50,8,40,2,132,110,8,5,9,0
"E00176682",175,62,10,50,2,113,92,6,6,8,1
"E00176683",177,56,8,48,0,121,108,2,2,8,1
"E00176684",220,66,18,42,6,154,139,8,2,5,0
"E00176685",196,52,28,22,2,144,118,1,3,15,7
"E00176686",178,44,6,32,6,134,128,2,2,2,0
"E00176687",239,40,12,26,2,199,191,2,3,3,0
"E00176688",278,6,2,2,2,272,264,2,4,2,0
"E00176689",131,6,2,2,2,125,121,1,2,0,1
"E00176690",161,32,10,20,2,129,115,4,2,3,5
"E00176691",207,32,8,14,10,175,158,3,3,3,8
"E00176692",233,66,22,38,6,167,155,2,3,5,2
"E00176693",134,30,4,14,12,104,90,11,1,1,1
"E00176694",165,44,22,22,0,121,96,3,5,13,4
"E00176695",175,46,20,20,6,129,115,4,0,10,0
"E00176696",359,146,102,38,6,213,149,3,14,23,24
"E00176697",250,110,92,18,0,140,105,0,8,21,6
"E00176698",59,20,4,14,2,39,35,0,1,3,0
"E00176699",200,52,42,6,4,148,107,5,5,14,17
"E00176700",186,44,10,30,4,142,128,5,3,6,0
"E00176701",227,80,36,38,6,147,127,7,3,7,3
"E00176702",247,36,28,8,0,211,190,3,2,8,8
"E00176703",205,154,76,78,0,51,39,1,3,8,0
"E00176704",170,66,48,16,2,104,77,1,10,9,7
"E00176705",103,36,8,28,0,67,55,1,7,4,0
"E00176706",255,164,128,36,0,91,71,0,3,11,6
"E00176707",220,86,60,26,0,134,91,6,5,16,16
"E00176708",149,40,38,2,0,109,70,2,3,19,15
"E00176709",201,56,34,18,4,145,128,6,3,6,2
"E00176710",238,36,32,2,2,202,138,1,8,31,24
"E00176711",325,20,12,6,2,305,289,3,4,7,2
"E00176712",75,16,14,2,0,59,47,2,2,6,2
"E00176713",80,24,22,2,0,56,43,0,1,5,7
"E00176714",136,50,36,14,0,86,48,0,2,20,16
"E00176715",109,24,20,4,0,85,25,4,7,17,32
"E00176716",168,68,22,40,6,100,72,7,7,10,4
"E00176717",121,32,16,14,2,89,78,1,3,5,2
"E00176718",171,54,50,2,2,117,74,1,15,15,12
"E00176719",180,84,32,52,0,96,64,2,10,12,8
"E00176720",209,134,102,28,4,75,50,2,3,11,9
"E00176721",194,110,70,38,2,84,51,3,4,19,7
"E00176722",238,158,112,42,4,80,58,2,2,11,7
"E00176723",236,142,128,12,2,94,68,2,2,10,12
"E00176724",136,52,14,34,4,84,74,2,2,5,1
"E00176725",161,70,44,24,2,91,58,4,9,15,5
"E00176726",312,46,40,6,0,266,226,9,10,11,10
"E00176727",270,108,72,34,2,162,119,4,5,18,16
"E00176728",149,50,42,8,0,99,64,1,10,14,10
"E00176729",197,111,66,44,1,86,51,3,5,11,16
"E00176730",131,46,18,26,2,85,55,0,7,12,11
"E00176731",100,24,8,14,2,76,63,0,4,8,1
"E00176732",280,102,70,16,16,178,109,18,11,20,20
"E00176733",184,38,28,10,0,146,112,2,6,23,3
"E00176734",105,42,12,28,2,63,56,3,0,3,1
"E00176735",190,36,8,18,10,154,147,2,0,5,0
"E00176736",209,70,12,50,8,139,131,0,2,4,2
"E00176737",185,32,4,26,2,153,146,1,1,5,0
"E00176738",94,18,16,2,0,76,50,0,5,16,5
"E00176739",213,80,6,68,6,133,128,2,3,0,0
"E00176740",150,34,16,14,4,116,107,5,1,2,1
"E00176741",188,50,40,10,0,138,80,0,13,20,25
"E00176742",156,58,22,34,2,98,76,2,8,11,1
"E00176743",179,76,42,28,6,103,76,5,10,7,5
"E00176744",120,20,18,2,0,100,85,2,3,6,4
"E00176745",203,108,68,38,2,95,62,3,5,18,7
"E00176746",488,152,88,56,8,336,240,9,17,36,34
"E00176747",109,46,44,2,0,63,47,0,5,8,3
"E00176748",187,50,14,30,6,137,126,6,2,3,0
"E00176749",242,78,14,54,10,164,147,5,2,10,0
"E00176750",194,86,58,26,2,108,59,4,6,19,20
"E00176751",188,106,70,36,0,82,59,1,3,13,6
"E00176752",251,88,62,24,2,163,120,3,2,25,13
"E00176753",153,56,34,22,0,97,74,0,9,12,2
"E00176754",203,60,46,14,0,143,84,3,9,29,18
"E00176755",227,94,68,26,0,133,92,0,9,17,15
"E00176756",202,86,30,48,8,116,103,6,3,3,1
"E00176757",195,76,16,58,2,119,103,1,2,6,7
"E00176758",86,12,10,2,0,74,56,0,6,7,5
"E00176759",175,70,46,20,4,105,75,1,2,19,8
"E00176760",132,44,32,12,0,88,59,1,7,9,12
"E00176761",166,96,54,40,2,70,53,0,4,9,4
"E00176762",155,62,40,22,0,93,61,0,9,16,7
"E00176763",68,32,20,10,2,36,30,0,1,3,2
"E00176764",188,86,50,34,2,102,72,1,3,13,13
"E00176765",182,72,34,36,2,110,91,4,6,7,2
"E00176766",170,50,16,28,6,120,113,2,1,4,0
"E00176767",180,80,64,16,0,100,63,1,11,9,16
"E00176768",316,132,98,32,2,184,112,3,4,29,36
"E00176769",159,44,8,32,4,115,107,2,3,3,0
"E00176770",115,64,54,10,0,51,36,3,1,5,6
"E00176771",100,58,52,6,0,42,27,0,1,5,9
"E00176772",213,140,128,10,2,73,53,4,1,4,11
"E00176773",142,48,14,32,2,94,81,1,3,5,4
"E00176774",87,38,32,6,0,49,23,0,2,6,18
